Frame,Nose,EyeLeft,EyeRight,EarLeft,EarRight,ShoulderLeft,ShoulderRight,ElbowLeft,ElbowRight,WristLeft,WristRight,HipLeft,HipRight,KneeLeft,KneeRight,AnkleLeft,AnkleRight,ToesLeft,ToesRight,Spine,Spine1,Spine2,Spine3,LeftIndexFinger,ThumbLeft,PinkyLeft,RightIndexFinger,ThumbRight,PinkyRight,BigToeLeft,SmallToeLeft,BigToeRight,SmallToeRight,PlayerPosition,Nose_x,Nose_y,Nose_z,EyeLeft_x,EyeLeft_y,EyeLeft_z,EyeRight_x,EyeRight_y,EyeRight_z,EarLeft_x,EarLeft_y,EarLeft_z,EarRight_x,EarRight_y,EarRight_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristLeft_x,WristLeft_y,WristLeft_z,WristRight_x,WristRight_y,WristRight_z,HipLeft_x,HipLeft_y,HipLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,ToesLeft_x,ToesLeft_y,ToesLeft_z,ToesRight_x,ToesRight_y,ToesRight_z,Spine_x,Spine_y,Spine_z,Spine1_x,Spine1_y,Spine1_z,Spine2_x,Spine2_y,Spine2_z,Spine3_x,Spine3_y,Spine3_z,LeftIndexFinger_x,LeftIndexFinger_y,LeftIndexFinger_z,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,PinkyLeft_x,PinkyLeft_y,PinkyLeft_z,RightIndexFinger_x,RightIndexFinger_y,RightIndexFinger_z,ThumbRight_x,ThumbRight_y,ThumbRight_z,PinkyRight_x,PinkyRight_y,PinkyRight_z,BigToeLeft_x,BigToeLeft_y,BigToeLeft_z,SmallToeLeft_x,SmallToeLeft_y,SmallToeLeft_z,BigToeRight_x,BigToeRight_y,BigToeRight_z,SmallToeRight_x,SmallToeRight_y,SmallToeRight_z
0,0.03069518;1.612388;0.2556051,0.002856394;1.647511;0.2185242,0.06279825;1.645302;0.2199722,-0.04041181;1.634316;0.1248973,0.1094427;1.628793;0.1285174,-0.1472882;1.430069;0.00978905,0.2105156;1.425218;0.01152253,-0.2062625;1.123472;-0.1041232,0.3009688;1.120537;-0.06893291,-0.1806036;0.9420941;0.06489027,0.3258372;0.9370339;0.097892,-0.06116833;0.9105916;-0.05733597,0.1079496;0.903739;-0.04282901,-0.1816207;0.4912386;0.09283489,0.2072591;0.4580908;0.02389427,-0.198045;0.1663799;-0.1189336,0.2341184;0.1216033;-0.1676881,-0.3293372;0.02369654;-0.01650032,0.3130659;0.00838244;0.0007981509,0.02730423;1.027195;-0.03901106,0.03085398;1.131973;-0.03884864,0.03261181;1.24858;-0.02866939,0.03219067;1.367218;0.008571856,-0.136289;0.8399867;0.1727153,-0.2050916;0.867354;0.1463309,-0.1930658;0.8418347;0.07589379,0.2839836;0.8504236;0.2193968,0.3477361;0.8918081;0.1993501,0.3605747;0.8500416;0.1373178,-0.2792854;0.02782291;-0.01614334,-0.329356;0.05011117;-0.07844625,0.2658972;0.01306736;-0.01579981,0.3341396;0.02104938;-0.06189482,0.02339067;0;-0.05008247,0.00730451,1.612388,0.30568756999999996,-0.020534275999999997,1.647511,0.26860667,0.03940758,1.645302,0.27005467,-0.06380248,1.634316,0.17497977,0.08605203,1.628793,0.17859987,-0.17067887,1.430069,0.05987152,0.18712493,1.425218,0.06160499999999999,-0.22965317,1.123472,-0.05404073,0.27757813,1.120537,-0.018850440000000003,-0.20399427,0.9420941,0.11497273999999999,0.30244653,0.9370339,0.14797447,-0.084559,0.9105916,-0.007253500000000003,0.08455893,0.903739,0.007253459999999996,-0.20501137,0.4912386,0.14291736,0.18386843,0.4580908,0.07397674,-0.22143567,0.1663799,-0.06885113000000001,0.21072773,0.1216033,-0.11760563000000002,-0.35272787,0.02369654,0.03358215,0.28967523,0.00838244,0.0508806209,0.00391356,1.027195,0.011071409999999997,0.007463310000000001,1.131973,0.01123383,0.00922114,1.24858,0.021413079999999998,0.008799999999999999,1.367218,0.05865432599999999,-0.15967967,0.8399867,0.22279776999999998,-0.22848227000000002,0.867354,0.19641337,-0.21645647,0.8418347,0.12597626,0.26059293,0.8504236,0.26947927,0.32434543,0.8918081,0.24943257,0.33718403,0.8500416,0.18740026999999998,-0.30267607,0.02782291,0.03393913,-0.35274667,0.05011117,-0.028363779999999998,0.24250653,0.01306736,0.03428265999999999,0.31074893,0.02104938,-0.011812350000000006
1,0.0457777;1.619417;0.2482235,0.01797416;1.654529;0.211106,0.07791635;1.652487;0.2127676,-0.02491694;1.641384;0.1172988,0.1249386;1.636278;0.1214526,-0.1319546;1.439073;0.001299974,0.2258796;1.431007;0.005903389,-0.1903538;1.129582;-0.1062146,0.3198745;1.128172;-0.07504676,-0.1647496;0.9507307;0.06547792,0.3461414;0.9421381;0.0887323,-0.04383727;0.9161218;-0.06154419,0.1250174;0.9112609;-0.0435791,-0.1473537;0.4946467;0.09517261,0.21739;0.4631503;0.01626116,-0.1241435;0.174319;-0.1227732,0.2391756;0.1220085;-0.1675776,-0.2243881;0.01018953;-0.01877831,0.3177315;0.008383632;0.0007151626,0.04304254;1.033897;-0.04309082,0.04578529;1.138694;-0.04412923,0.04714525;1.255386;-0.03491089,0.04698929;1.374211;0.001732696,-0.1194133;0.8502494;0.1744004,-0.1884681;0.8771281;0.1481726,-0.1769565;0.85062;0.07801534,0.3049418;0.8531371;0.2087237,0.3683492;0.8954037;0.1894367,0.3816004;0.8547993;0.1267234,-0.1759556;0.02346814;-0.01932706,-0.2303182;0.03572786;-0.08080782,0.2705565;0.01335341;-0.01578156,0.3387441;0.02083927;-0.06204066,0.04059011;0;-0.05256162,0.005187589999999999,1.619417,0.30078512,-0.02261595,1.654529,0.26366762,0.03732624,1.652487,0.26532922000000003,-0.06550705,1.641384,0.16986042,0.08434849,1.636278,0.17401422,-0.17254471,1.439073,0.053861594000000006,0.18528949,1.431007,0.058465009000000005,-0.23094390999999997,1.129582,-0.05365298,0.27928439,1.128172,-0.02248514,-0.20533971,0.9507307,0.11803954,0.30555129,0.9421381,0.14129392000000002,-0.08442738,0.9161218,-0.008982569999999995,0.08442729,0.9112609,0.00898252,-0.18794381,0.4946467,0.14773423000000002,0.17679989000000002,0.4631503,0.06882278,-0.16473361,0.174319,-0.07021158,0.19858548999999998,0.1220085,-0.11501597999999999,-0.26497821,0.01018953,0.033783310000000004,0.27714139,0.008383632,0.0532767826,0.0024524299999999985,1.033897,0.009470800000000001,0.005195180000000001,1.138694,0.008432390000000005,0.006555140000000001,1.255386,0.017650730000000003,0.006399180000000004,1.374211,0.054294316,-0.16000341,0.8502494,0.22696202000000001,-0.22905820999999998,0.8771281,0.20073422,-0.21754660999999997,0.85062,0.13057696000000002,0.26435169,0.8531371,0.26128532000000004,0.32775909,0.8954037,0.24199832000000002,0.34101029,0.8547993,0.17928502000000002,-0.21654571,0.02346814,0.03323456,-0.27090831,0.03572786,-0.0282462,0.22996638999999996,0.01335341,0.03678006,0.29815399,0.02083927,-0.009479039999999994
2,0.06017691;1.624161;0.2420232,0.03264355;1.659365;0.2047908,0.09257119;1.65712;0.2066962,-0.009910002;1.646358;0.1108107,0.1399092;1.640744;0.1155743,-0.1185666;1.446405;-0.004692815,0.2392055;1.433143;0.0007351115,-0.1809669;1.136741;-0.1097359,0.3338692;1.131656;-0.08256485,-0.156899;0.959686;0.06402799,0.3576448;0.9435382;0.07920244,-0.03581617;0.9207902;-0.06515228,0.1335818;0.9154199;-0.05358668,-0.1197101;0.4942083;0.08946589,0.2180462;0.4663679;0.0107154,-0.08109079;0.1745989;-0.127346,0.2392507;0.1226823;-0.1683923,-0.1226145;0.002202392;-0.009016082,0.3167685;0.008511961;-7.588416E-05,0.05198361;1.038223;-0.04901513,0.05506762;1.143014;-0.04951471,0.05739067;1.259678;-0.04013599,0.05893132;1.378589;-0.003805429,-0.1116758;0.860458;0.1741398,-0.1806901;0.8873047;0.1477731,-0.1695262;0.8598093;0.07794038,0.3144842;0.8532051;0.1974971,0.3783006;0.8954716;0.1796098,0.3922673;0.8556015;0.1165813,-0.0791209;0.02616423;-0.01653069,-0.1405492;0.01865017;-0.07180813,0.2696485;0.01381141;-0.01662705,0.3379385;0.02077943;-0.06281588,0.04888286;0;-0.05936946,0.01129405,1.624161,0.30139266,-0.01623931,1.659365,0.26416026,0.04368833,1.65712,0.26606566,-0.058792862,1.646358,0.17018016,0.09102634000000001,1.640744,0.17494376,-0.16744946,1.446405,0.054676644999999996,0.19032264,1.433143,0.0601045715,-0.22984976000000001,1.136741,-0.05036644,0.28498634,1.131656,-0.023195389999999996,-0.20578186,0.959686,0.12339745,0.30876194,0.9435382,0.1385719,-0.08469903000000001,0.9207902,-0.005782820000000008,0.08469894,0.9154199,0.005782780000000001,-0.16859296000000001,0.4942083,0.14883535,0.16916334,0.4663679,0.07008486,-0.12997365,0.1745989,-0.06797653999999999,0.19036784,0.1226823,-0.10902284,-0.17149736,0.002202392,0.050353378,0.26788564000000004,0.008511961,0.05929357584,0.0031007499999999993,1.038223,0.010354330000000002,0.0061847599999999975,1.143014,0.009854749999999995,0.008507809999999998,1.259678,0.019233469999999996,0.010048460000000002,1.378589,0.055564031,-0.16055866000000002,0.860458,0.23350926,-0.22957296,0.8873047,0.20714255999999998,-0.21840906,0.8598093,0.13730984000000002,0.26560134,0.8532051,0.25686656,0.32941774,0.8954716,0.23897925999999997,0.34338444,0.8556015,0.17595075999999998,-0.12800376,0.02616423,0.04283877,-0.18943206,0.01865017,-0.012438669999999999,0.22076564,0.01381141,0.042742409999999995,0.28905563999999995,0.02077943,-0.0034464200000000056
3,0.06906439;1.627305;0.2359044,0.04153201;1.662668;0.1988234,0.1014571;1.660189;0.200507,-0.001413621;1.649962;0.1049806,0.1483991;1.643763;0.1091895,-0.1105958;1.44964;-0.009939112,0.247667;1.431002;-0.001179434,-0.1732985;1.137721;-0.108431,0.3428109;1.132842;-0.09107793,-0.1444404;0.9638904;0.06784145,0.3703658;0.9407613;0.06534389,-0.02295449;0.9222261;-0.06818299,0.14671;0.9198592;-0.06001875,-0.09158284;0.48863;0.07394927,0.2270606;0.4707119;0.008735083,-0.0540273;0.163556;-0.134774,0.2405161;0.1259559;-0.1690607,-0.03262246;0.004504979;-0.01095625,0.3174539;0.0102154;-0.001329415,0.06307119;1.041222;-0.05406775,0.06464174;1.146045;-0.05483747,0.06615347;1.262744;-0.04572333,0.06752275;1.381736;-0.009652384,-0.09612337;0.8673442;0.1790182,-0.1659029;0.8928633;0.1533565,-0.1556158;0.864159;0.08387639,0.3287249;0.8472978;0.181736,0.3921813;0.8902962;0.1643189,0.4057295;0.8520804;0.1001841,0.002688862;0.03614521;-0.02751938,-0.06094178;0.006865919;-0.07200925,0.2703258;0.01620996;-0.01761829,0.3384703;0.0224877;-0.06412014,0.06187775;0;-0.06410085,0.007186640000000001,1.627305,0.30000525,-0.02034574,1.662668,0.26292425,0.03957934999999999,1.660189,0.26460785,-0.063291371,1.649962,0.16908145,0.08652135,1.643763,0.17329034999999998,-0.17247355,1.44964,0.054161738,0.18578925,1.431002,0.06292141600000001,-0.23517625,1.137721,-0.04433015,0.28093314999999996,1.132842,-0.02697708,-0.20631815,0.9638904,0.1319423,0.30848805,0.9407613,0.12944474,-0.08483224,0.9222261,-0.004082139999999998,0.08483225,0.9198592,0.004082099999999998,-0.15346059,0.48863,0.13805012,0.16518285,0.4707119,0.072835933,-0.11590505000000001,0.163556,-0.07067315,0.17863835,0.1259559,-0.10495985000000001,-0.09450021,0.004504979,0.0531446,0.25557615,0.0102154,0.062771435,0.001193439999999997,1.041222,0.010033100000000003,0.002763990000000001,1.146045,0.009263380000000002,0.004275720000000004,1.262744,0.01837752,0.005645000000000004,1.381736,0.054448466,-0.15800112,0.8673442,0.24311905,-0.22778065,0.8928633,0.21745735,-0.21749355,0.864159,0.14797724,0.26684715,0.8472978,0.24583685,0.33030355,0.8902962,0.22841974999999998,0.34385175,0.8520804,0.16428494999999999,-0.059188888,0.03614521,0.036581470000000005,-0.12281953000000001,0.006865919,-0.007908399999999996,0.20844805,0.01620996,0.04648256,0.27659255,0.0224877,-1.9290000000005136e-05
4,0.0743644;1.627954;0.23454,0.04669961;1.66357;0.1978014,0.1066227;1.660756;0.1989451,0.002852887;1.65136;0.1043102,0.1526605;1.644325;0.1071695,-0.1064838;1.449187;-0.01073083,0.2520967;1.431657;-0.002710849,-0.1659528;1.134266;-0.1020933,0.3473534;1.135441;-0.09756829,-0.1299532;0.9637379;0.07608026,0.3760067;0.9382291;0.05212642,-0.007422492;0.9211802;-0.06951015,0.1623243;0.9242368;-0.06359698,-0.05287904;0.4795986;0.056412,0.2485141;0.4759167;0.003462464,-0.01856928;0.1552728;-0.1540268,0.2422383;0.1281173;-0.1687154,-0.02290603;0.008800507;-0.01181698,0.3167689;0.009750724;-0.001967981,0.07495148;1.042902;-0.05694338,0.07364636;1.147728;-0.0579202,0.07306218;1.264423;-0.04866782,0.07314552;1.383269;-0.01209307,-0.07783726;0.8696285;0.1876297,-0.1485223;0.8937244;0.1630953,-0.139288;0.8641112;0.09384921,0.3353064;0.8409891;0.1657239,0.398426;0.8849267;0.1494655,0.4120578;0.8487716;0.08416434,0.01695492;0.02933371;-0.03444046,-0.0557311;0.01201904;-0.07052965,0.2697363;0.01706618;-0.01799072,0.3377779;0.02157629;-0.0648468,0.07745092;0;-0.06655354,-0.0030865200000000093,1.627954,0.30109354,-0.030751310000000004,1.66357,0.26435494,0.029171779999999994,1.660756,0.26549864,-0.07459803300000001,1.65136,0.17086374,0.07520958,1.644325,0.17372304,-0.18393472,1.449187,0.05582271,0.17464578,1.431657,0.063842691,-0.24340372000000002,1.134266,-0.035539760000000004,0.26990247999999994,1.135441,-0.031014750000000008,-0.20740412,0.9637379,0.14263379999999998,0.29855578000000005,0.9382291,0.11867996,-0.08487341200000001,0.9211802,-0.0029566100000000123,0.08487338,0.9242368,0.002956559999999997,-0.13032996000000002,0.4795986,0.12296553999999998,0.17106317999999998,0.4759167,0.07001600399999999,-0.0960202,0.1552728,-0.08747326,0.16478737999999998,0.1281173,-0.10216186,-0.10035695,0.008800507,0.05473656,0.23931798,0.009750724,0.064585559,-0.0024994400000000055,1.042902,0.009610159999999993,-0.0038045600000000124,1.147728,0.008633339999999996,-0.004388740000000002,1.264423,0.017885719999999994,-0.004305400000000001,1.383269,0.05446047,-0.15528818,0.8696285,0.25418324000000003,-0.22597322,0.8937244,0.22964884,-0.21673892,0.8641112,0.16040274999999998,0.25785548,0.8409891,0.23227744,0.32097507999999997,0.8849267,0.21601904,0.33460687999999994,0.8487716,0.15071788,-0.06049600000000001,0.02933371,0.032113079999999995,-0.13318202,0.01201904,-0.003976110000000005,0.19228537999999998,0.01706618,0.04856281999999999,0.26032698,0.02157629,0.0017067399999999983
5,0.08137959;1.628914;0.2344787,0.05358081;1.664823;0.1981274,0.1134897;1.661553;0.1985999,0.008609205;1.653157;0.1051021,0.1583816;1.644982;0.1062832,-0.1016512;1.447556;-0.006297555,0.2570773;1.435412;-0.006904807,-0.1591435;1.130837;-0.09279768,0.3528883;1.139428;-0.1023712,-0.1155643;0.9616288;0.0849414,0.3870395;0.9429991;0.04720064,0.01279786;0.9189109;-0.06567065,0.1823969;0.9285198;-0.06421204,-0.009999305;0.4678321;0.0288032,0.2752944;0.4818252;0.004713077,0.01601538;0.1355407;-0.1700799,0.2472373;0.1345554;-0.1663585,-0.02944575;0.0193035;-0.007466678,0.317568;0.01124662;-0.001919206,0.0907142;1.043735;-0.05530224,0.08562467;1.148445;-0.05636185,0.08171613;1.265101;-0.04742579,0.0796665;1.384098;-0.01140377,-0.05949812;0.868324;0.1952444,-0.1310519;0.8917825;0.1726907,-0.1235953;0.8619963;0.1033046,0.3500481;0.8455236;0.1618595,0.4122309;0.8902299;0.1441517,0.4249236;0.8540925;0.07865162,0.01441239;0.02388269;-0.03150468,-0.06056938;0.02342033;-0.06704351,0.270786;0.02055585;-0.01763866,0.33874;0.0228712;-0.06478076,0.09759737;0;-0.06494132,-0.01621778,1.628914,0.29942002,-0.04401656,1.664823,0.26306872000000003,0.015892329999999996,1.661553,0.26354122,-0.08898816500000001,1.653157,0.17004342,0.06078423000000001,1.644982,0.17122452,-0.19924857,1.447556,0.058643765,0.15947993,1.435412,0.058036513,-0.25674087,1.130837,-0.027856359999999997,0.25529092999999997,1.139428,-0.03742988,-0.21316167,0.9616288,0.14988272,0.28944212999999996,0.9429991,0.11214196,-0.08479951000000001,0.9189109,-0.0007293300000000003,0.08479953,0.9285198,0.0007292799999999988,-0.107596675,0.4678321,0.09374452,0.17769702999999998,0.4818252,0.06965439699999999,-0.08158199000000001,0.1355407,-0.10513858000000001,0.14963992999999998,0.1345554,-0.10141718,-0.12704312,0.0193035,0.057474642,0.21997063,0.01124662,0.06302211399999999,-0.006883170000000008,1.043735,0.009639079999999994,-0.011972700000000003,1.148445,0.008579469999999999,-0.015881240000000005,1.265101,0.017515529999999994,-0.01793087,1.384098,0.053537549999999996,-0.15709549,0.868324,0.26018572,-0.22864927000000002,0.8917825,0.23763202,-0.22119267,0.8619963,0.16824592,0.25245072999999996,0.8455236,0.22680082,0.31463353,0.8902299,0.20909302,0.32732623,0.8540925,0.14359294,-0.08318498,0.02388269,0.03343664,-0.15816675,0.02342033,-0.0021021900000000038,0.17318863,0.02055585,0.047302659999999996,0.24114262999999997,0.0228712,0.00016055999999999016
6,0.09896249;1.629431;0.229444,0.07073996;1.665047;0.1931313,0.130635;1.661526;0.192697,0.02425686;1.652528;0.1009638,0.1739945;1.643727;0.09987789,-0.08813656;1.442324;-7.916242E-05,0.2700948;1.438727;-0.02067196,-0.1462072;1.124717;-0.08215155,0.3629436;1.142014;-0.1192474,-0.09244939;0.9556803;0.09294415,0.4036004;0.9470748;0.03064621,0.03761397;0.9154053;-0.06240886,0.206663;0.9292263;-0.07187878,0.01207393;0.4616519;0.01741951,0.3249936;0.4934517;0.0230689,0.00920292;0.1228238;-0.171885,0.2601381;0.1550601;-0.1556319,-0.05589776;0.01251179;0.0002158657,0.32147;0.01346385;-0.004942648,0.1128748;1.042181;-0.05756693,0.1049539;1.146713;-0.05873695,0.09819569;1.263261;-0.05009153,0.09449576;1.382367;-0.01456698,-0.03066918;0.8625271;0.200283,-0.1033591;0.8854933;0.1811093,-0.09887559;0.8559425;0.1113677,0.3725096;0.8503757;0.1476897,0.4335772;0.8952073;0.1267183,0.4433439;0.8585934;0.06098176,-0.01021314;0.01591223;-0.02036772,-0.08227632;0.01951635;-0.06134818,0.2753789;0.02643448;-0.02009823,0.3438562;0.0293141;-0.06644546,0.1221385;0;-0.06714381,-0.023176009999999997,1.629431,0.29658781,-0.05139853999999999,1.665047,0.26027511000000003,0.008496500000000004,1.661526,0.25984081000000003,-0.09788163999999999,1.652528,0.16810761000000002,0.051856,1.643727,0.1670217,-0.21027506,1.442324,0.06706464758,0.14795630000000004,1.438727,0.046471849999999995,-0.2683457,1.124717,-0.015007740000000006,0.2408051,1.142014,-0.052103590000000005,-0.21458789,0.9556803,0.16008796,0.28146190000000004,0.9470748,0.09779002,-0.08452453,0.9154053,0.004734950000000002,0.08452450000000002,0.9292263,-0.004734970000000005,-0.11006457,0.4616519,0.08456332,0.2028551,0.4934517,0.09021271,-0.11293558,0.1228238,-0.10474119000000001,0.1379996,0.1550601,-0.08848808999999999,-0.17803626,0.01251179,0.0673596757,0.1993315,0.01346385,0.062201162,-0.0092637,1.042181,0.009576879999999996,-0.017184599999999994,1.146713,0.008406859999999995,-0.023942809999999995,1.263261,0.017052279999999996,-0.02764274,1.382367,0.05257683,-0.15280768,0.8625271,0.26742681,-0.2254976,0.8854933,0.24825311,-0.22101409,0.8559425,0.17851150999999998,0.2503711,0.8503757,0.21483351,0.3114387,0.8952073,0.19386211,0.32120540000000003,0.8585934,0.12812557,-0.13235164,0.01591223,0.04677609,-0.20441482,0.01951635,0.005795629999999996,0.1532404,0.02643448,0.04704558,0.22171770000000002,0.0293141,0.0006983500000000004
7,0.1208048;1.627995;0.2300309,0.09273918;1.663513;0.1935022,0.1525944;1.659408;0.1927984,0.04565945;1.650514;0.1017047,0.1952976;1.64025;0.09994557,-0.06860414;1.4356;0.009649873,0.288222;1.440082;-0.0281865,-0.1292551;1.117839;-0.06714869,0.3752167;1.142871;-0.1334569,-0.06902711;0.9476244;0.1046688,0.4204636;0.9474579;0.01449081,0.06182827;0.9127494;-0.05859119,0.2300289;0.9277136;-0.07710858,0.03451222;0.4589529;0.02039978,0.3859717;0.5095958;0.04026258,-0.002951473;0.1205204;-0.1659033,0.293309;0.1807741;-0.1439627,-0.07036079;0.007416129;0.007530943,0.3258789;0.01485795;-0.01303987,0.1363315;1.040063;-0.05818379,0.1272691;1.144504;-0.05912511,0.1190019;1.26092;-0.0500226,0.1143464;1.379812;-0.01389558,-0.003881663;0.8533093;0.2089601,-0.07708763;0.876863;0.1926812,-0.07540251;0.847796;0.1226131,0.3938081;0.8504643;0.1323818,0.4543243;0.89474;0.1087934,0.4605925;0.8583823;0.04249045,-0.02440822;0.01211786;-0.01218173,-0.09585367;0.01602119;-0.05420311,0.2828408;0.0362882;-0.02755821,0.3527;0.03384155;-0.07182103,0.1459286;0;-0.06784987,-0.025123799999999988,1.627995,0.29788077,-0.05318941999999999,1.663513,0.26135207000000005,0.0066657999999999995,1.659408,0.26064827,-0.10026915,1.650514,0.16955457000000002,0.049368999999999996,1.64025,0.16779544000000002,-0.21453274,1.4356,0.07749974300000001,0.1422934,1.440082,0.03966337,-0.27518370000000003,1.117839,0.0007011800000000096,0.22928810000000002,1.142871,-0.06560702999999998,-0.21495571,0.9476244,0.17251867,0.274535,0.9474579,0.08234068,-0.08410033,0.9127494,0.009258680000000005,0.08410030000000002,0.9277136,-0.00925870999999999,-0.11141637999999998,0.4589529,0.08824965000000001,0.24004309999999998,0.5095958,0.10811245,-0.148880073,0.1205204,-0.09805343,0.1473804,0.1807741,-0.07611282999999999,-0.21628939,0.007416129,0.075380813,0.17995030000000004,0.01485795,0.054810000000000005,-0.009597099999999997,1.040063,0.009666080000000007,-0.018659499999999996,1.144504,0.008724760000000005,-0.026926699999999998,1.26092,0.017827270000000006,-0.03158219999999999,1.379812,0.05395429000000001,-0.149810263,0.8533093,0.27680997,-0.22301622999999998,0.876863,0.26053107,-0.22133111,0.847796,0.19046297,0.2478795,0.8504643,0.20023167,0.30839570000000005,0.89474,0.17664327000000002,0.3146639,0.8583823,0.11034032,-0.17033682,0.01211786,0.055668140000000005,-0.24178227,0.01602119,0.013646760000000008,0.1369122,0.0362882,0.04029166000000001,0.20677140000000002,0.03384155,-0.0039711599999999875
8,0.1436288;1.626391;0.2327624,0.1160257;1.66218;0.1961449,0.1758179;1.657246;0.1954066,0.06869413;1.649546;0.1044261,0.2181747;1.637211;0.1025802,-0.04710765;1.43003;0.01917864,0.307819;1.442338;-0.03281324,-0.1123163;1.112898;-0.05183271,0.3856569;1.144634;-0.1472594,-0.04924777;0.9399268;0.1161704,0.4333811;0.9473336;-0.002631694,0.08423524;0.9122282;-0.05637317,0.251726;0.9265273;-0.08088185,0.04214081;0.4594218;0.02180255,0.4391378;0.5261586;0.05139998,-0.004016489;0.1204081;-0.1614682,0.3388741;0.2019354;-0.1369496,-0.07089826;0.007063448;0.0119102,0.3227471;0.01788861;-0.02321121,0.1591926;1.039253;-0.05874361,0.1500493;1.143691;-0.05928496,0.1410632;1.25999;-0.0494092,0.1356907;1.378531;-0.01224489,0.01690665;0.8426694;0.217069,-0.05613151;0.8684853;0.2037321,-0.05785844;0.8401355;0.133372,0.409508;0.8492576;0.1149596,0.4699537;0.8925594;0.08946028,0.472667;0.8570275;0.02247226,-0.02501598;0.01171881;-0.007976279,-0.0966197;0.01579964;-0.04971057,0.2877671;0.05216974;-0.03432512,0.3554037;0.0361473;-0.0792034,0.1679806;0;-0.06862748,-0.024351800000000007,1.626391,0.30138988,-0.05195490000000001,1.66218,0.26477238000000003,0.007837299999999991,1.657246,0.26403408,-0.09928647,1.649546,0.17305357999999998,0.05019409999999999,1.637211,0.17120768,-0.21508825,1.43003,0.08780612,0.1398384,1.442338,0.035814240000000004,-0.2802969,1.112898,0.016794770000000007,0.21767630000000002,1.144634,-0.07863192000000001,-0.21722837,0.9399268,0.18479788,0.26540050000000004,0.9473336,0.065995786,-0.08374536,0.9122282,0.012254310000000004,0.0837454,0.9265273,-0.01225437,-0.12583979,0.4594218,0.09043003000000001,0.2711572,0.5261586,0.12002746,-0.17199708900000002,0.1204081,-0.09284072,0.1708935,0.2019354,-0.06832212,-0.23887886000000003,0.007063448,0.08053768,0.1547665,0.01788861,0.04541627000000001,-0.008788000000000018,1.039253,0.009883870000000003,-0.01793130000000001,1.143691,0.009342520000000007,-0.026917400000000008,1.25999,0.019218280000000004,-0.03228990000000001,1.378531,0.05638259,-0.15107395,0.8426694,0.28569648000000003,-0.22411211,0.8684853,0.27235958,-0.22583904,0.8401355,0.20199948,0.24152739999999998,0.8492576,0.18358708,0.3019731,0.8925594,0.15808776000000002,0.3046864,0.8570275,0.09109974000000001,-0.19299658,0.01171881,0.060651201,-0.2646003,0.01579964,0.018916910000000002,0.11978649999999999,0.05216974,0.034302360000000004,0.18742309999999998,0.0361473,-0.010575919999999989
