Frame,Nose,EyeLeft,EyeRight,EarLeft,EarRight,ShoulderLeft,ShoulderRight,ElbowLeft,ElbowRight,WristLeft,WristRight,HipLeft,HipRight,KneeLeft,KneeRight,AnkleLeft,AnkleRight,ToesLeft,ToesRight,Spine,Spine1,Spine2,Spine3,LeftIndexFinger,ThumbLeft,PinkyLeft,RightIndexFinger,ThumbRight,PinkyRight,BigToeLeft,SmallToeLeft,BigToeRight,SmallToeRight,PlayerPosition
0,-0.01481829;1.56148;0.1849034,-0.04896412;1.58308;0.1430568,0.01079805;1.584055;0.1378099,-0.1004982;1.541415;0.06292839,0.04890728;1.543853;0.04981118,-0.188285;1.329516;-0.01435174,0.1740911;1.354843;0.02487264,-0.315284;1.067849;-0.1535693,0.3019766;1.04748;0.02216227,-0.4218216;0.8668503;-0.05173155,0.3453092;0.8511749;0.1695017,-0.07182971;0.8060058;0.104148,0.09787114;0.802159;0.0974313,-0.009957107;0.4568985;0.3994665,0.2350636;0.3749644;0.2051333,0.04706366;0.08328933;0.3110712,0.1510338;0.4274724;-0.1701413,0.001747774;-0.02972806;0.4906799,0.2786176;0.2874991;-0.2773638,0.01463249;0.9216972;0.07415751,0.01342739;1.02142;0.04183317,0.007515891;1.135283;0.01529672,-0.003664127;1.259115;0.01363958,-0.4401747;0.7564679;0.06466997,-0.4850874;0.8008572;0.01505671,-0.458495;0.7720866;-0.04992273,0.3097789;0.7208689;0.2579184,0.3551894;0.7869623;0.262226,0.399493;0.7717879;0.2025252,0.04393545;-0.02780479;0.4634984,-0.03309441;-0.01790392;0.4342774,0.2287693;0.2876908;-0.2712457,0.2777142;0.3543758;-0.269512,0.01302073;0;0.1007896
1,0.008671194;1.540313;0.2739353,-0.02464361;1.560858;0.2309046,0.03508754;1.56622;0.2290508,-0.0686455;1.518405;0.1467986,0.0806824;1.53181;0.142164,-0.1560657;1.323023;0.06423676,0.2078021;1.344816;0.1127927,-0.2909653;1.03508;-0.01119877,0.3251643;1.031541;0.09357063,-0.3925552;0.8407513;0.107282,0.3909712;0.8075963;0.180979,-0.04448991;0.7947618;0.1798454,0.1253412;0.7911965;0.1781232,-0.005130231;0.4408189;0.4732601,0.2432068;0.4178995;0.4224054,0.04303822;0.09013474;0.3140453,0.2384873;0.3366346;0.04290204,-6.663054E-05;-0.02594066;0.4894596,0.3849884;0.1763465;0.02834058,0.04255412;0.9094546;0.1477747,0.04249433;1.008294;0.1128195,0.03848501;1.122211;0.08616144,0.02941092;1.246218;0.08753375,-0.4396009;0.745215;0.228649,-0.4708701;0.7827556;0.1649153,-0.4303975;0.7465453;0.1119245,0.3732192;0.6620706;0.2485564,0.4216578;0.7259564;0.2531729,0.4475949;0.7232066;0.1819199,0.04208273;-0.02320868;0.4622878,-0.03512182;-0.01491588;0.4330272,0.3350596;0.1751302;0.02305271,0.3833118;0.240917;0.00929296,0.04042567;0;0.1789842
2,0.02855231;1.525146;0.3636663,-0.002631344;1.547892;0.3201481,0.05698718;1.55434;0.3221599,-0.04084387;1.510271;0.2310598,0.1082025;1.526392;0.2360894,-0.1278598;1.317707;0.1461127,0.2363508;1.336809;0.2000105,-0.268139;1.02283;0.1206327,0.3645826;1.032211;0.1564589,-0.3576698;0.8448058;0.2703436,0.4368554;0.7983772;0.2035827,-0.01307914;0.7858249;0.2498718,0.1562616;0.7886862;0.2630556,-0.007816583;0.416622;0.5266,0.2420632;0.470167;0.5857014,0.04752494;0.09811628;0.3117968,0.3218047;0.2360527;0.286568,0.002665505;-0.0206331;0.4830708,0.4661046;0.09363979;0.365568,0.07203951;0.9037912;0.22541,0.07185865;1.002773;0.1908607,0.06793275;1.116935;0.1652614,0.05880438;1.240905;0.1684854,-0.393729;0.7712556;0.4094857,-0.430017;0.7953317;0.3420131,-0.3906229;0.7516462;0.2940868,0.4079016;0.6444511;0.2426718,0.4659975;0.6993848;0.2501655,0.4785711;0.7098784;0.1760773,0.04540253;-0.01697135;0.4569467,-0.03121733;-0.01024359;0.4258078,0.4180059;0.08717078;0.352646,0.4689219;0.1444427;0.3214535,0.07159124;0;0.2564636
3,0.03741345;1.515849;0.4552854,0.008881725;1.539447;0.4104223,0.0682977;1.545646;0.4160182,-0.02416303;1.503491;0.3186209,0.1243769;1.518989;0.3326108,-0.1067893;1.316465;0.232562,0.2568565;1.332065;0.2951081,-0.2511944;1.021529;0.2438961,0.3952898;1.041177;0.2146879,-0.3189618;0.8668666;0.4272236,0.4703271;0.8040684;0.2311518,0.02074482;0.7742274;0.310866,0.1845984;0.7873597;0.3537356,-0.009023651;0.3924212;0.5682662,0.2439993;0.4939614;0.7048846,0.05995802;0.1087219;0.3125218,0.3892857;0.1597024;0.5714234,0.01190815;-0.01502925;0.4750931,0.5089813;0.05439579;0.7217885,0.1006059;0.8980752;0.3042679,0.100298;0.9979723;0.2724637,0.09540999;1.112675;0.2495885,0.08349226;1.236317;0.2553129,-0.3102429;0.8145301;0.5797203,-0.3656084;0.8360209;0.5256662,-0.3499573;0.782342;0.4743744,0.4367173;0.6469063;0.2463172,0.4947721;0.698981;0.2654707,0.5128658;0.7192978;0.1946391,0.05537955;-0.0105387;0.4503463,-0.02032422;-0.004550755;0.4169013,0.4644635;0.04269183;0.7017012,0.5226262;0.08938456;0.6658905,0.1026716;0;0.3323008
4,0.03895611;1.502229;0.5467243,0.0128563;1.525806;0.5003935,0.07177071;1.53259;0.509508,-0.01434989;1.490078;0.4066087,0.1329362;1.507037;0.4293949,-0.09291376;1.314377;0.3240463,0.2696736;1.325382;0.3926362,-0.2425505;1.021715;0.3540308,0.4177396;1.058491;0.2645679,-0.2770595;0.8998482;0.5686918,0.4892122;0.819717;0.2636017,0.05733784;0.7588434;0.37916,0.2087525;0.7851716;0.451539,-0.01715353;0.3705238;0.6170175,0.2695439;0.4754026;0.7880867,0.08253099;0.1338896;0.325957,0.4239456;0.125218;0.8527395,0.0225879;-0.004433155;0.4686814,0.4819865;0.03919882;1.049677,0.1263206;0.8890038;0.3868585,0.1243081;0.9891307;0.3558488,0.1172939;1.104041;0.3346294,0.1019707;1.227171;0.3427681,-0.2301959;0.8574744;0.7172809,-0.2952201;0.8857042;0.6795452,-0.3055148;0.8265804;0.6331161,0.4607396;0.6608202;0.2627788,0.5113944;0.7135294;0.296018,0.5420315;0.7390563;0.2314656,0.06819656;0.002868414;0.4489613,-0.003870443;0.009884715;0.4084321,0.4450443;0.0266102;1.018068,0.5143728;0.06680107;0.997483,0.1330452;0;0.4153495
5,0.04561845;1.475164;0.6408052,0.02204223;1.500379;0.5939866,0.08038785;1.506713;0.6064633,-0.0001257509;1.467959;0.4977069,0.1457383;1.483794;0.5288987,-0.07361016;1.298054;0.4119859,0.2855681;1.313247;0.4907143,-0.2304061;1.010311;0.4494777,0.4403004;1.081147;0.3141491,-0.2246963;0.9339061;0.6866516,0.5082237;0.841338;0.3138765,0.09435344;0.7368406;0.4561006,0.23106;0.772453;0.5504477,-0.03746405;0.3502339;0.6707547,0.3191156;0.4361608;0.8538788,0.1181821;0.1644992;0.3675619,0.4432352;0.1312637;1.059502,0.03674078;0.008721709;0.4726256,0.4418988;0.064412;1.275357,0.1533807;0.8709825;0.4728746,0.1505555;0.9710429;0.4417143,0.1419371;1.086005;0.4213859,0.1236693;1.208591;0.431438,-0.1539943;0.9108227;0.8299654,-0.222926;0.9388301;0.7997487,-0.2453938;0.8744631;0.766442,0.4763882;0.6830894;0.3120172,0.5278991;0.7345405;0.3459057,0.5595584;0.7597339;0.2817165,0.0851997;0.01973206;0.4653562,0.0245306;0.02854735;0.4094363,0.419544;0.04513705;1.234724,0.4845656;0.09629714;1.234152,0.1627067;0;0.5032741
6,0.04623179;1.431573;0.7217108,0.02505699;1.459106;0.6750506,0.08270034;1.464662;0.6907469,0.007767871;1.43148;0.5763077,0.1518762;1.445371;0.6155486,-0.05604281;1.264194;0.4777588,0.2944757;1.292472;0.580727,-0.2138541;0.9769801;0.5132511,0.4463494;1.095595;0.3631338,-0.1753308;0.9549326;0.7585095,0.519242;0.8574038;0.3717375,0.1334606;0.7027888;0.5239702,0.2523516;0.7458824;0.6373993,-0.05853181;0.3308871;0.7182511,0.3380643;0.4108179;0.9428526,0.1668271;0.1871214;0.4368373,0.4535289;0.11987;1.172344,0.06405115;0.01572084;0.483409,0.4273508;0.04494113;1.385988,0.1810644;0.8401268;0.5491052,0.1770327;0.9402139;0.5181638,0.1658077;1.055;0.4981157,0.1426983;1.176758;0.5082684,-0.07754262;0.960745;0.886861,-0.1516913;0.983078;0.865595,-0.178661;0.913612;0.8512987,0.4814697;0.7007981;0.3821058,0.5404302;0.7508701;0.4036803,0.5603397;0.7725698;0.3337517,0.1112588;0.02820754;0.4951498,0.07292415;0.04531884;0.4235736,0.4182508;0.02287012;1.341802,0.4666906;0.08891284;1.353525,0.1929061;0;0.5806847
7,0.04459661;1.38186;0.7869186,0.02628386;1.41028;0.7395836,0.08275729;1.415809;0.7590818,0.01557955;1.384701;0.6393669,0.156763;1.398524;0.6881127,-0.03576648;1.222455;0.5287219,0.2999731;1.266807;0.6606371,-0.1871741;0.9285738;0.5339811,0.4547149;1.096585;0.4222513,-0.1302125;0.9520414;0.7754898,0.539585;0.8628691;0.4394599,0.1737387;0.6627952;0.5882438,0.2777496;0.712786;0.7129071,-0.07620567;0.3156995;0.7613606,0.312944;0.3874699;1.038249,0.2068668;0.192376;0.5261794,0.4776048;0.1106728;1.254858,0.09437639;0.01527333;0.5085793,0.4575448;0.00851655;1.451474,0.2122703;0.8024891;0.6158218,0.2070393;0.9021033;0.5835621,0.1927523;1.016449;0.5629501,0.1635447;1.136892;0.5730704,-0.01659574;0.9811382;0.8864629,-0.09211636;1.002476;0.8694226,-0.1228935;0.9333558;0.8751172,0.5078007;0.7062438;0.4622158,0.5665426;0.7592024;0.4761367,0.5804818;0.776977;0.4037003,0.1342415;0.02489775;0.5375704,0.1211046;0.05532032;0.4614956,0.4436288;-0.006038427;1.405465,0.5025383;0.04947114;1.422608,0.2257441;0;0.6505754
8,0.05210294;1.337212;0.8556472,0.03739965;1.365188;0.806813,0.09230438;1.370792;0.8303516,0.03400956;1.338613;0.7063414,0.1712716;1.352623;0.7651877,-0.009598494;1.181795;0.5850286,0.3175321;1.23043;0.7345709,-0.1410261;0.8827107;0.5297611,0.4867671;1.074079;0.4956445,-0.08163807;0.9287623;0.7674039,0.5760639;0.8440536;0.5308061,0.2105037;0.6281471;0.6453998,0.3066198;0.6810159;0.7751105,-0.07805303;0.3085858;0.8113291,0.2717184;0.3822843;1.12505,0.2328873;0.1837239;0.615435,0.5007235;0.1111875;1.282252,0.1160484;0.01238966;0.5641381,0.4819855;0.00803864;1.468303,0.2468188;0.7685239;0.6725146,0.2420643;0.8678969;0.6394475,0.2252445;0.9822545;0.6209195,0.1901298;1.100533;0.6363881,0.03184772;0.9742255;0.8728766,-0.04192042;0.9957675;0.8495692,-0.07703933;0.9313439;0.8688954,0.5523378;0.6871097;0.5602209,0.6066083;0.7444139;0.5750513,0.6245514;0.7592297;0.5028309,0.1492139;0.01860344;0.6013372,0.1529883;0.05428296;0.526516,0.4624656;-0.003082514;1.423386,0.5334568;0.03739864;1.436309,0.2585617;0;0.7102551
9,0.04065695;1.300474;0.9362651,0.03083242;1.328538;0.8862697,0.08327785;1.333821;0.9149326,0.03687108;1.301989;0.7859157,0.1679848;1.315197;0.857573,-0.008164406;1.154613;0.6546868,0.3203564;1.19214;0.8115617,-0.09640378;0.8685127;0.5109109,0.516012;1.031402;0.5957472,-0.04352397;0.8738672;0.7544203,0.6031404;0.8031539;0.6450787,0.2331979;0.6111091;0.6789725,0.3330335;0.6629255;0.806276,-0.0611788;0.3072914;0.8632389,0.2587284;0.3967794;1.175819,0.2511232;0.1604101;0.6856374,0.4974102;0.1130913;1.290715,0.120768;0.01571995;0.5934995,0.4755192;0.01262385;1.475313,0.2670711;0.7515948;0.7085701,0.2578011;0.8520419;0.6800135,0.2351793;0.9665164;0.6706494,0.1942504;1.080296;0.6996527,0.05765685;0.928437;0.8678004,-0.01381403;0.9465573;0.8359789,-0.04930824;0.8824061;0.8555241,0.5807183;0.647446;0.6812989,0.6322793;0.7069364;0.6971539,0.6556695;0.7182977;0.6258722,0.1492284;0.01178396;0.6346923,0.1665438;0.05802119;0.5680006,0.4541654;0.002778947;1.430935,0.5288509;0.03663957;1.441937,0.2831157;0;0.7426242
