Frame,Nose,EyeLeft,EyeRight,EarLeft,EarRight,ShoulderLeft,ShoulderRight,ElbowLeft,ElbowRight,WristLeft,WristRight,HipLeft,HipRight,KneeLeft,KneeRight,AnkleLeft,AnkleRight,ToesLeft,ToesRight,Spine,Spine1,Spine2,Spine3,LeftIndexFinger,ThumbLeft,PinkyLeft,RightIndexFinger,ThumbRight,PinkyRight,BigToeLeft,SmallToeLeft,BigToeRight,SmallToeRight,PlayerPosition
0,0.03238736;1.665474;0.1946048,-0.00132009;1.702807;0.1653881,0.05789147;1.700656;0.155935,-0.06075688;1.695465;0.08038456,0.08727211;1.690086;0.0567518,-0.1814137;1.493942;0.01224714,0.1862771;1.471965;0.0170821,-0.2131764;1.166674;0.08699367,0.2364921;1.143003;0.005682642,-0.206828;0.9362367;0.1817557,0.2167832;0.9034923;0.07177522,-0.08720477;0.952504;-0.02465398,0.08200212;0.9513257;-0.009623168,-0.1502241;0.4954027;-0.02666249,0.1389338;0.493586;-0.02186427,-0.1681961;0.1103919;-0.07240846,0.1633355;0.1098382;-0.07469577,-0.2341718;-0.003976941;0.1006058,0.27649;-0.001853228;0.07392403,-0.002147343;1.072439;-0.0128046,-0.0005249521;1.176847;-0.02215997,0.001294242;1.293574;-0.03083856,0.002978709;1.417587;-0.02189391,-0.1540564;0.7836828;0.1781716,-0.1846386;0.836447;0.2304175,-0.2515363;0.8460784;0.1959329,0.1433074;0.7604454;0.08586859,0.2032883;0.80179;0.1196627,0.2468095;0.8074151;0.05776333,-0.187769;0.007264555;0.08502538,-0.2542257;-0.002634466;0.03633244,0.2268658;0.002042651;0.06724714,0.284197;0.010966;0.008264059,-0.002601308;0;-0.01713855
1,0.05230783;1.645921;0.2014149,0.01675741;1.686105;0.1789421,0.07396626;1.682064;0.1613121,-0.05395618;1.68575;0.1027075,0.08906594;1.675647;0.05863269,-0.1792665;1.490817;0.01131449,0.1882744;1.467673;0.01569652,-0.2114492;1.173216;0.1135261,0.2836007;1.165786;-0.07267889,-0.1649166;0.9544917;0.2235997,0.2459604;0.924184;-0.02436935,-0.08426342;0.9498973;-0.05738424,0.08328421;0.9496431;-0.02934846,-0.1881519;0.5052655;0.009149596,0.1418992;0.4919688;-0.02546044,-0.1817173;0.1298752;-0.0892868,0.1687351;0.1075329;-0.0716977,-0.2511142;0.01415294;0.0814744,0.2807527;-0.003997326;0.07790128,-0.001126115;1.070272;-0.03847152,0.0007138681;1.17484;-0.0457607,0.003102066;1.291837;-0.04890655,0.005278476;1.414832;-0.03075363,-0.09765477;0.8077839;0.2283992,-0.1229533;0.8649769;0.2787766,-0.1959484;0.8640698;0.2580853,0.1847526;0.7879153;0.03682078,0.2464157;0.8379123;0.04894973,0.2795701;0.8284431;-0.01864021,-0.2048804;0.02976757;0.0696022,-0.265271;0.01155454;0.01568792,0.2311787;-3.379583E-05;0.07089955,0.2888989;0.008654118;0.0122617,-0.0004895941;0;-0.04336633
2,0.07505387;1.617146;0.2013519,0.03790778;1.659865;0.1879782,0.09148107;1.655945;0.1612473,-0.04380129;1.66744;0.1241151,0.09013192;1.65764;0.05728798,-0.1785907;1.477555;0.01804145,0.1890693;1.463934;0.005327664,-0.1935953;1.169019;0.14232,0.2986135;1.200329;-0.155039,-0.09615098;0.9720247;0.2598778,0.2605551;0.9541672;-0.1461895,-0.0854444;0.94489;-0.08585943,0.0815663;0.9425294;-0.05487321,-0.2186205;0.5175434;0.02619427,0.1485846;0.4880334;-0.01176193,-0.1996195;0.16592;-0.1370507,0.1765098;0.1052989;-0.06992928,-0.3028452;0.03964818;0.007056229,0.2842149;-0.01057136;0.07953807,-0.001200522;1.064198;-0.06516948,0.00146713;1.16886;-0.07064335,0.003616068;1.285881;-0.06833264,0.004882913;1.407142;-0.04083445,-0.0013119;0.8421063;0.2739202,-0.03120467;0.9010382;0.3195537,-0.1045264;0.8840125;0.3099984,0.233475;0.8381729;-0.03723186,0.2858782;0.8973004;-0.05161885,0.3116811;0.8709969;-0.1179484,-0.2543859;0.05252242;0.004177459,-0.3064454;0.04488313;-0.05998597,0.2348327;-0.005611539;0.07184904,0.2935974;0.00297004;0.01424205,-0.001939037;0;-0.0703663
3,0.09064321;1.588943;0.199583,0.0517373;1.631598;0.1924759,0.1016205;1.629355;0.1592099,-0.03731889;1.640309;0.1395103,0.08738925;1.634702;0.05634525,-0.1800669;1.451885;0.03163238,0.1852401;1.452789;-0.007393166,-0.1694187;1.151524;0.1685852,0.2885724;1.237388;-0.2294219,-0.0260832;0.9876715;0.2899492,0.273284;0.9931111;-0.2765085,-0.08963857;0.9326521;-0.1053617,0.07879854;0.9300215;-0.08344582,-0.2512167;0.5194814;0.02152188,0.1668176;0.4886496;0.01833884,-0.2347558;0.2069331;-0.2080245,0.191175;0.1085338;-0.0562782,-0.3788104;0.08021092;-0.1052787,0.2730618;-0.007389903;0.1087158,-0.004311126;1.051789;-0.08847112,-0.002388307;1.156548;-0.09204421,-0.001598237;1.273365;-0.08449414,-0.0008627768;1.392349;-0.04837574,0.09750754;0.8852566;0.3074687,0.05658847;0.9394028;0.3503965,-0.01093222;0.9049532;0.3470147,0.2809654;0.853027;-0.1966511,0.3171822;0.9246956;-0.1976989,0.3440241;0.9205768;-0.2685496,-0.3289241;0.08314055;-0.1002678,-0.3716797;0.09836823;-0.1697341,0.2253039;0.001961112;0.09630384,0.2892999;0.0008019209;0.04387613,-0.005419997;0;-0.09440377
4,0.09526109;1.55838;0.2039781,0.05467875;1.599946;0.2009809,0.1020198;1.600204;0.1641194,-0.0382589;1.607239;0.1549196,0.08009364;1.607884;0.06276612,-0.1826961;1.414245;0.05066907,0.1774476;1.434019;-0.01470104,-0.1427557;1.123169;0.1946727,0.2582262;1.269443;-0.2830325,0.03554659;0.9994602;0.3172541,0.2709723;1.048301;-0.3972948,-0.09575646;0.9120978;-0.1156444,0.07404718;0.9115855;-0.1106693,-0.2807489;0.5016434;-0.01453999,0.1840744;0.4937282;0.05121315,-0.2909141;0.2187601;-0.2801011,0.2027352;0.1157269;-0.03490199,-0.4646455;0.1057969;-0.2135908,0.2794332;0.003342092;0.1349622,-0.01074786;1.032128;-0.1044273,-0.01083821;1.136966;-0.1047501,-0.0116805;1.25328;-0.09155142,-0.01050273;1.369681;-0.04783046,0.1815765;0.9328109;0.3346765,0.1284395;0.9753278;0.3773113,0.07209913;0.9245409;0.3753866,0.2897546;0.8880168;-0.4012792,0.3266337;0.9530311;-0.3719156,0.3405701;0.9867314;-0.438454,-0.4156918;0.09680271;-0.2068845,-0.4493518;0.1361268;-0.2717391,0.2320869;0.01288569;0.121194,0.2972588;0.009624362;0.07032661,-0.01085462;0;-0.1131568
5,0.1007666;1.521227;0.2116669,0.05891948;1.561623;0.2109403,0.1047481;1.563844;0.1722776,-0.03592806;1.566897;0.168651,0.07864356;1.572448;0.07199422,-0.1793653;1.371815;0.07212295,0.1741463;1.402592;-0.01803432,-0.1091188;1.087633;0.214702,0.2314543;1.282539;-0.3128808,0.08710413;1.007861;0.346059,0.2576402;1.107956;-0.4888282,-0.1053812;0.8830504;-0.1257829,0.06427519;0.8818876;-0.1343654,-0.3038481;0.4681453;-0.08861254,0.2037721;0.5042979;0.09120783,-0.3638884;0.183831;-0.3459245,0.2157096;0.1258348;0.005930305,-0.5432564;0.07289118;-0.2914124,0.332884;0.03534055;0.1654538,-0.01904515;1.002296;-0.1164973,-0.01889123;1.107046;-0.1122009,-0.01911826;1.222536;-0.09307528,-0.01562596;1.336247;-0.04287861,0.2432272;0.9737608;0.3691498,0.1813483;1.00616;0.4087764,0.1367691;0.9447616;0.408351,0.2626558;0.9741347;-0.5789745,0.3105894;1.01724;-0.5310844,0.3096103;1.081161;-0.571954,-0.4948764;0.05978197;-0.288272,-0.527602;0.1114206;-0.3443789,0.2830959;0.03873575;0.1598024,0.3385867;0.03859913;0.09843266,-0.02055297;0;-0.1300741
6,0.1100396;1.474621;0.21763,0.06765918;1.514462;0.2180622,0.1124329;1.517343;0.1782248,-0.02831789;1.518541;0.1782626,0.08361658;1.525742;0.07866926,-0.1714342;1.326356;0.09327495,0.174899;1.353955;-0.01919865,-0.07384589;1.046378;0.2276099,0.209328;1.290356;-0.3306731,0.1282261;1.011074;0.369181,0.220362;1.179615;-0.5536908,-0.1224897;0.8440887;-0.134169,0.04624584;0.8397954;-0.1533564,-0.3156575;0.4315511;-0.2077625,0.2217996;0.5099658;0.1174017,-0.4429276;0.1424127;-0.4332625,0.2288693;0.1304037;0.0365825,-0.5723652;0.02470505;-0.3085285,0.3847248;0.06173044;0.1720809,-0.03288727;0.9608546;-0.1243334,-0.03007833;1.065249;-0.1151168,-0.02679109;1.179799;-0.09121332,-0.01800069;1.291494;-0.03727816,0.285486;1.003873;0.4050671,0.2164317;1.028198;0.438064,0.182124;0.960526;0.4389536,0.2096017;1.089195;-0.6869878,0.2644501;1.111683;-0.6328115,0.2611446;1.186233;-0.6465442,-0.5222182;0.02542347;-0.3111923,-0.5743518;0.0395807;-0.3741776,0.3347437;0.05943125;0.1764299,0.3767753;0.06199616;0.1052101,-0.03812192;0;-0.1437626
7,0.1315676;1.430339;0.2267581,0.08916832;1.470162;0.2264595,0.1323887;1.470666;0.1848453,-0.008260638;1.471947;0.1901737,0.09979024;1.473208;0.08613797,-0.156048;1.286348;0.1164701,0.185536;1.302975;-0.0145542,-0.04214797;1.009442;0.2436234,0.1886561;1.292885;-0.3320255,0.1591463;1.009179;0.3906009,0.1754643;1.24512;-0.5762931,-0.1312506;0.8021858;-0.1370456,0.03663664;0.7970098;-0.16245,-0.3491119;0.4023486;-0.2117701,0.2450007;0.5067955;0.1295719,-0.4712476;0.1338176;-0.464006,0.2461329;0.1246133;0.06186318,-0.5839309;0.02014339;-0.3175816,0.424202;0.0681181;0.1735165,-0.04001172;0.9175255;-0.1255622,-0.03495984;1.021368;-0.1120647,-0.02710466;1.134625;-0.08351444,-0.0108784;1.243414;-0.0255174,0.3094127;1.027563;0.4467467,0.2337038;1.042314;0.4690968,0.2098797;0.970276;0.4696012,0.1411286;1.18662;-0.7227807,0.2035181;1.192555;-0.6725665,0.2064836;1.268338;-0.6702479,-0.5342913;0.02486831;-0.3235748,-0.5910186;0.02851546;-0.3840248,0.3756432;0.06223369;0.1849065,0.4068412;0.06744993;0.108454,-0.04730693;0;-0.1497478
8,0.172301;1.385213;0.2291634,0.1302828;1.425438;0.2290953,0.1717962;1.42398;0.1857996,0.03149243;1.426921;0.1966836,0.135276;1.423277;0.0884445,-0.1247667;1.252692;0.1283788,0.2134432;1.259668;-0.01318777,-0.01093357;0.9764774;0.2533099,0.1847422;1.284094;-0.3300889,0.1826352;1.004221;0.4078518,0.1560833;1.291064;-0.5775809,-0.1297976;0.770985;-0.146417,0.03872054;0.7577974;-0.1633287,-0.3752874;0.3817539;-0.1803435,0.2556877;0.4822102;0.1364939,-0.4672978;0.1326769;-0.4634402,0.2603405;0.1008113;0.06464481,-0.5872338;0.01891488;-0.3226634,0.4438758;0.04890925;0.1694674,-0.03399324;0.8821778;-0.1316748,-0.02411722;0.9856198;-0.117773,-0.009840518;1.097359;-0.08592227,0.01396412;1.201469;-0.02223298,0.3236562;1.0407;0.477514,0.2450525;1.052328;0.4891422,0.2257582;0.9793097;0.4964417,0.1073295;1.264248;-0.7291189,0.1716258;1.251816;-0.6826369,0.1870654;1.324716;-0.6683356,-0.5373451;0.02319121;-0.3265546,-0.5914865;0.02803105;-0.3892505,0.3959667;0.04068941;0.1820956,0.4246015;0.04923719;0.1049433,-0.0455385;0;-0.1548728
9,0.2087726;1.341944;0.2486327,0.166203;1.381502;0.251203,0.2071477;1.38291;0.2073674,0.06697534;1.383235;0.2201686,0.1693371;1.386753;0.1105799,-0.0901093;1.231036;0.1572792,0.2404489;1.223455;0.003482327,-0.0003054813;0.9389524;0.2674335,0.1836486;1.261043;-0.310003,0.1848166;0.9788163;0.4294904,0.1360108;1.287487;-0.5532181,-0.1259892;0.7456987;-0.1239954,0.04135872;0.7283621;-0.1474989,-0.3747623;0.3591983;-0.1645731,0.2771393;0.4674169;0.151218,-0.4720145;0.1327638;-0.4644371,0.2720525;0.08824909;0.06842308,-0.5897015;0.01928902;-0.3211461,0.4523561;0.01321697;0.1644834,-0.02715897;0.8548133;-0.1147096,-0.01406174;0.95804;-0.1019129,0.005196113;1.068956;-0.06980796,0.03617803;1.170483;-0.005044594,0.3159356;1.025758;0.5111895,0.2367027;1.038808;0.5102811,0.2153136;0.9676807;0.5257936,0.07900514;1.277953;-0.7039471,0.1438558;1.256357;-0.6617907,0.1660101;1.326247;-0.6422492,-0.5398891;0.02361417;-0.3258749,-0.5950776;0.02835286;-0.3876591,0.4042021;0.008679271;0.1780081,0.4316632;0.01933885;0.1006923,-0.04231517;0;-0.1357471
