Frame,Nose,EyeLeft,EyeRight,EarLeft,EarRight,ShoulderLeft,ShoulderRight,ElbowLeft,ElbowRight,WristLeft,WristRight,HipLeft,HipRight,KneeLeft,KneeRight,AnkleLeft,AnkleRight,ToesLeft,ToesRight,Spine,Spine1,Spine2,Spine3,LeftIndexFinger,ThumbLeft,PinkyLeft,RightIndexFinger,ThumbRight,PinkyRight,BigToeLeft,SmallToeLeft,BigToeRight,SmallToeRight,PlayerPosition
0,0.0698102;1.657038;0.1969289,0.0369768;1.696042;0.1689238,0.09477106;1.688367;0.1547496,-0.02992709;1.690709;0.08950297,0.1145587;1.67152;0.05406743,-0.1718896;1.531578;0.005918773,0.1903685;1.459875;-0.02084662,-0.2419994;1.196934;0.01110511,0.2769925;1.146704;0.007747428,-0.2204584;0.9670436;0.1049569,0.1947061;0.9314416;0.1026865,-0.1177261;0.9578839;-0.01672616,0.04971169;0.950352;-0.04440567,-0.1836544;0.5293569;0.1411821,0.1780798;0.5072673;-0.03371879,-0.233768;0.1796066;-0.01948009,0.2347328;0.1244318;-0.0633231,-0.2795618;0.004740357;0.1016687,0.2555834;-0.01151603;0.1057732,-0.02883152;1.074601;-0.0320404,-0.02496682;1.178697;-0.04387596,-0.0169468;1.29533;-0.04990041,-0.002427749;1.417597;-0.03252386,-0.1614689;0.8236783;0.1500906,-0.2058089;0.8835678;0.1800268,-0.2631168;0.8784269;0.1305636,0.09125555;0.8075169;0.1020525,0.1398302;0.8461509;0.1530137,0.2049198;0.8313357;0.1169424,-0.2365555;0.01851821;0.07969244,-0.3128648;0.03611344;0.05225553,0.214832;0.01150763;0.08756441,0.2825665;-0.007868469;0.04418118,-0.03400716;0;-0.03056592
1,0.1226139;1.629432;0.2017151,0.08379422;1.66972;0.185791,0.1345075;1.661641;0.1547604,-0.003916617;1.667714;0.1299785,0.1228666;1.647517;0.05240191,-0.1557857;1.537235;0.04668722,0.196685;1.455383;-0.02212089,-0.2610917;1.210838;0.02164315,0.3140874;1.151966;-0.01825357,-0.2200593;0.9839109;0.1162065,0.2068717;0.957302;0.09458684,-0.1322457;0.9498798;-0.01968022,0.0280513;0.9364365;-0.074292,-0.1957704;0.5376852;0.1777463,0.1873001;0.5040376;-0.05004958,-0.3061201;0.2038911;0.01326724,0.2460665;0.1223563;-0.08897106,-0.3127006;0.02823931;0.1416077,0.284024;0.005961776;0.09132835,-0.04092494;1.063199;-0.04374161,-0.03389176;1.167583;-0.05049101,-0.0221257;1.284051;-0.04975971,-0.001977112;1.404128;-0.02451038,-0.1490361;0.8445293;0.1561921,-0.1948266;0.901441;0.1895574,-0.2550817;0.8927295;0.1442729,0.08962809;0.8507081;0.1254322,0.1492149;0.888597;0.1636812,0.2063387;0.8597088;0.1229428,-0.2770889;0.0437336;0.1097633,-0.3585209;0.05765307;0.1019799,0.2411262;0.02513635;0.07359617,0.3069679;0.004285753;0.02803739,-0.05209714;0;-0.04698611
2,0.1734959;1.588365;0.1904558,0.1321517;1.629283;0.1904924,0.1705226;1.624104;0.1446574,0.03137423;1.630437;0.1649027,0.1273017;1.61749;0.05031519,-0.1406025;1.506976;0.09041195,0.2003016;1.448802;-0.02928663,-0.2892223;1.208869;0.009323295,0.3381949;1.155785;-0.07403512,-0.2148721;0.9857047;0.09173344,0.2164708;0.9892062;0.0658108,-0.1399505;0.9312589;-0.0193124,0.0109195;0.9155047;-0.09578675,-0.2092316;0.5305404;0.1987286,0.2148253;0.5055075;-0.03885319,-0.3794354;0.21382;0.05255133,0.2410941;0.1303285;-0.1347679,-0.3937019;0.05327743;0.1988029,0.3548365;0.0280506;0.02037467,-0.04905484;1.042845;-0.05165789,-0.03987515;1.147233;-0.05477572,-0.02543342;1.263242;-0.04867013,-0.0006534308;1.38093;-0.01708609,-0.130213;0.850036;0.1140325,-0.1778824;0.8996949;0.1553919,-0.2403608;0.8897624;0.1134988,0.09791445;0.9138242;0.1453199,0.1714942;0.9430031;0.1588757,0.2084811;0.8981094;0.1101539,-0.3610654;0.06001669;0.1612293,-0.4398096;0.08616161;0.1623648,0.3062584;0.04070807;0.01886652,0.3543325;0.02646166;-0.04694687,-0.06451546;0;-0.05754957
3,0.2101768;1.537187;0.1581942,0.1722061;1.578538;0.1734232,0.1954038;1.576676;0.1181204,0.06845874;1.583256;0.178568,0.126453;1.578604;0.04031093,-0.1345872;1.449758;0.1152036,0.1955754;1.418277;-0.04441639,-0.3233016;1.200808;-0.01289582,0.3114133;1.13847;-0.1707199,-0.2255736;0.981217;0.05306577,0.1893226;1.016783;0.009303082,-0.1467035;0.9015744;-0.01850444,-0.0032233;0.88323;-0.1075841,-0.2364604;0.5023695;0.1947938,0.2550573;0.5098993;-0.02492839,-0.4508476;0.1946174;0.09491469,0.2345119;0.1517338;-0.1730646,-0.4953819;0.0552091;0.2562317,0.4137112;0.05369538;-0.09746867,-0.05651334;1.011472;-0.05784658,-0.04592247;1.115746;-0.06027778,-0.03028404;1.231454;-0.05185747,-0.003204688;1.347725;-0.01707631,-0.1393301;0.8462946;0.07376464,-0.1847726;0.896821;0.1165552,-0.2494701;0.8857648;0.07848629,0.09362821;0.9891282;0.1363368,0.1716387;0.9982287;0.1195833,0.1782715;0.9385378;0.07321222,-0.4640549;0.05066174;0.2172409,-0.5340993;0.09513909;0.2182636,0.3677276;0.05693281;-0.07753518,0.3855668;0.06079614;-0.1582341,-0.07496336;0;-0.06304429
4,0.2296392;1.481039;0.1261958,0.1974676;1.522039;0.1520337,0.2088554;1.524173;0.09316293,0.0972451;1.529299;0.1787732,0.1257145;1.534632;0.03159627,-0.126718;1.387347;0.1315875,0.1882082;1.367761;-0.06048154,-0.3423022;1.172146;-0.002111308,0.2295879;1.113047;-0.2647162,-0.2398354;0.9500303;0.04570945,0.1370798;1.02462;-0.05083501,-0.1522368;0.8596845;-0.009702772,-0.01497918;0.8399612;-0.1078334,-0.2897589;0.4565946;0.1678454,0.2979451;0.509387;-0.03222995,-0.5449877;0.1662462;0.1331317,0.2271596;0.1797971;-0.224607,-0.5283262;0.01962125;0.2869266,0.4188058;0.07643551;-0.2242782,-0.0640082;0.968771;-0.05526028,-0.05304619;1.072986;-0.05844571,-0.03663965;1.188614;-0.05040196,-0.006971568;1.304469;-0.01635061,-0.1642735;0.808797;0.06605595,-0.198252;0.8667105;0.1101064,-0.2684923;0.8596483;0.0822914,0.1116235;1.041751;0.1076524,0.1726567;1.031857;0.05640593,0.1514444;0.9641322;0.02956162,-0.5030181;0.02374333;0.2437429,-0.5820218;0.04597092;0.2559831,0.3794681;0.07178169;-0.193404,0.3761317;0.09707731;-0.2721092,-0.08360795;0;-0.05876808
5,0.2426271;1.428842;0.1049276,0.2136789;1.46908;0.1353675,0.2194854;1.473572;0.07581834,0.1165552;1.476354;0.1717865,0.1310718;1.487585;0.02291364,-0.1135227;1.331997;0.1446677,0.1784951;1.313948;-0.08189786,-0.3364488;1.10869;0.04265121,0.1273805;1.108013;-0.3324572,-0.2308634;0.8848408;0.07206579,0.08251572;0.9919287;-0.1165087,-0.1566628;0.8113148;0.002712302,-0.02550684;0.7922706;-0.1035596,-0.3466711;0.413793;0.1397902,0.3321596;0.5064772;-0.0459959,-0.6104422;0.1291814;0.1314244,0.2257691;0.2113326;-0.2745124,-0.5346434;0.006478786;0.2909442,0.4032072;0.09200728;-0.3153405,-0.07134283;0.9207299;-0.04737232,-0.06034842;1.02493;-0.05089954,-0.04251342;1.140437;-0.04427192,-0.008571863;1.256072;-0.01363632,-0.1658698;0.7370527;0.0698468,-0.1833437;0.7952325;0.1223705,-0.2584474;0.7953591;0.1115691,0.1359822;0.9970284;0.03572489,0.1646753;1.001216;-0.03916369,0.1431683;0.9319032;-0.06130943,-0.5162212;0.0143581;0.2448913,-0.5965554;0.0144363;0.2656736,0.365927;0.0843972;-0.2825596,0.3599459;0.127127;-0.3531562,-0.09108478;0;-0.05042363
6,0.2704401;1.381118;0.06791133,0.2441428;1.422591;0.09908936,0.2449725;1.424787;0.03913534,0.150392;1.431598;0.1431565,0.1524661;1.437087;-0.006728638,-0.08626604;1.281695;0.1382812,0.1786612;1.263884;-0.1205593,-0.2883334;1.021945;0.0913124,0.04307969;1.117999;-0.3790797,-0.1562963;0.8108976;0.1034377,0.03203396;0.9187033;-0.2298097,-0.1587414;0.7707983;-0.000441879,-0.03174902;0.7457148;-0.1104512,-0.3275696;0.3754106;0.1671369,0.3532234;0.4954535;-0.06481955,-0.6209285;0.1230158;0.1373654,0.2305729;0.2207613;-0.3100747,-0.5430205;0.004977524;0.3024809,0.4018485;0.107443;-0.3821699,-0.07127361;0.876451;-0.05472361,-0.05683772;0.9801646;-0.05983699,-0.03484332;1.095028;-0.0546829,0.005033776;1.209359;-0.02639574,-0.08014216;0.6747144;0.06190346,-0.09025194;0.7217928;0.1261714,-0.1654845;0.7137748;0.1319175,0.09352627;0.8482039;-0.09824883,0.1182511;0.8897198;-0.1623911,0.09499057;0.8402969;-0.215056,-0.5248106;0.01178998;0.2561742,-0.6050016;0.01317304;0.2774571,0.3663327;0.09480613;-0.3489847,0.3574712;0.1494465;-0.4104778,-0.09524514;0;-0.05544653
7,0.3059209;1.338514;0.02346434,0.2821761;1.379435;0.05730581,0.2778748;1.382384;-0.002467111,0.1924852;1.387326;0.1093203,0.1817319;1.394698;-0.04011194,-0.05003744;1.233908;0.1230398,0.1879524;1.230049;-0.1607177,-0.2023577;0.9411854;0.1385619,0.008567944;1.087988;-0.3970462,-0.01611315;0.7759624;0.1268966,-0.02530374;0.8427237;-0.3684026,-0.1514667;0.7453194;-0.007059954,-0.03301981;0.7115467;-0.1240559,-0.3092509;0.3607643;0.1932861,0.3569441;0.4679347;-0.08535264,-0.616766;0.1292591;0.1433992,0.2430086;0.1799939;-0.3193564,-0.5500754;0.007150769;0.3079486,0.4080766;0.06318355;-0.3998564,-0.06531533;0.845805;-0.07217681,-0.04834113;0.948824;-0.08166398,-0.02199665;1.062834;-0.07826421,0.02486414;1.174443;-0.04980999,0.0785519;0.6596648;0.06703171,0.07775944;0.712669;0.127355,0.01581345;0.6861984;0.1622728,0.01629541;0.7027311;-0.2996181,0.05064763;0.7646559;-0.3374913,0.0146564;0.756224;-0.4037546,-0.52912;0.01477003;0.262947,-0.6104684;0.01535022;0.2793047,0.3738227;0.05115867;-0.365152,0.3634609;0.1064026;-0.4258661,-0.09224316;0;-0.06555793
8,0.3417481;1.309554;-0.00802885,0.3208436;1.348447;0.02983842,0.3120771;1.354903;-0.02916564,0.2353623;1.353378;0.08883762,0.2134463;1.369516;-0.05867254,0.003856964;1.214522;0.1272479,0.2013047;1.196935;-0.1852649,-0.09409294;0.9018068;0.1793136,0.009488061;1.058881;-0.4112464,0.1313852;0.8004275;0.1476328,-0.06882859;0.824715;-0.4452336,-0.1303619;0.7244482;-0.01051082,-0.02682159;0.6945713;-0.1418313,-0.2934355;0.3470966;0.1990837,0.3597043;0.4430062;-0.1266822,-0.6164322;0.1369998;0.1523778,0.2234915;0.1254104;-0.3033967,-0.5521538;0.01366276;0.3166111,0.3931482;0.03447217;-0.404637,-0.05157549;0.8269233;-0.08158257,-0.03440863;0.9300528;-0.08937039,-0.005178981;1.043342;-0.08550165,0.048388;1.152565;-0.05975339,0.2608634;0.7227038;0.09049404,0.2429557;0.7822515;0.141311,0.2020332;0.7409649;0.1900759,-0.0298386;0.6685398;-0.4574334,-0.008832216;0.7392951;-0.4890808,-0.0761127;0.7561159;-0.519865,-0.5304331;0.02181244;0.2720674,-0.6120692;0.02169532;0.2869351,0.368517;0.0199278;-0.3633564,0.3367282;0.06512672;-0.4249358,-0.07859165;0;-0.0761711
9,0.400169;1.289874;-0.0477995,0.3802343;1.327691;-0.008351579,0.3678899;1.33443;-0.06667989,0.2981693;1.329242;0.05548549,0.267308;1.34609;-0.0903354,0.09122454;1.213707;0.1204916,0.2346124;1.162142;-0.216039,0.01195358;0.8934143;0.1836603,0.02742349;1.052529;-0.4369287,0.2544507;0.849909;0.1459214,-0.06950078;0.829382;-0.4910902,-0.1006219;0.7114192;-0.01590031,-0.01823114;0.6864108;-0.1623402,-0.2819506;0.3407454;0.1905889,0.371038;0.4391863;-0.1786568,-0.616506;0.1455872;0.1653929,0.2100042;0.1145548;-0.3176948,-0.54927;0.022273;0.3284349,0.3757479;0.008089185;-0.4094658,-0.02627178;0.8148656;-0.0902677,-0.004184507;0.9172549;-0.09469701,0.03175903;1.028625;-0.09177501,0.0943904;1.134552;-0.0739194,0.4062743;0.8302304;0.09461141,0.3652024;0.8732634;0.1485578,0.3393228;0.814809;0.1894306,-0.0378823;0.6754913;-0.5282072,-0.01330486;0.7493124;-0.5480952,-0.07948014;0.7740651;-0.5757614,-0.5281833;0.0306868;0.2836365,-0.6096177;0.02996111;0.2995548,0.3554238;0.003098845;-0.3638113,0.3161543;0.03069389;-0.4312049,-0.05942645;0;-0.08912025
