Frame,Nose,EyeLeft,EyeRight,EarLeft,EarRight,ShoulderLeft,ShoulderRight,ElbowLeft,ElbowRight,WristLeft,WristRight,HipLeft,HipRight,KneeLeft,KneeRight,AnkleLeft,AnkleRight,ToesLeft,ToesRight,Spine,Spine1,Spine2,Spine3,LeftIndexFinger,ThumbLeft,PinkyLeft,RightIndexFinger,ThumbRight,PinkyRight,BigToeLeft,SmallToeLeft,BigToeRight,SmallToeRight,PlayerPosition
10,-0.234836;1.471406;0.6563013,-0.270557;1.517294;0.6549259,-0.2112029;1.524425;0.6600477,-0.3159742;1.571461;0.5786667,-0.1675889;1.589288;0.5914708,-0.3732193;1.483956;0.3856012,-0.05504426;1.372133;0.5352028,-0.6310388;1.54758;0.2643497,0.002119884;1.058992;0.4373513,-0.8355138;1.627444;0.146309,0.08875634;0.8299689;0.3908244,-0.3191909;0.8749585;0.3634717,-0.1600972;0.8732808;0.4230089,-0.4309887;0.4973908;0.6040145,0.000665769;0.5879958;0.09791756,-0.357671;0.1164801;0.5905805,0.1269744;0.7794669;-0.2151864,-0.4945533;0.03905743;0.740422,0.07030837;0.6103603;-0.3445312,-0.2453344;0.9931503;0.4117991,-0.2421128;1.097903;0.414557,-0.2311636;1.214426;0.4170674,-0.2189093;1.336997;0.4340471,-0.9797134;1.740227;0.154732,-0.9099522;1.707658;0.1172755,-0.9285558;1.634948;0.1061192,0.09440185;0.6631696;0.3151208,0.09905581;0.7176469;0.3810063,0.1584775;0.7613606;0.3632451,-0.4448283;0.0458076;0.7424705,-0.4886538;0.02842933;0.6741857,0.04186882;0.6451311;-0.32207,0.1216125;0.6539248;-0.3422967,-0.2396441;0;0.3932403
11,-0.2452244;1.463783;0.6607805,-0.2797086;1.51054;0.6579134,-0.2202014;1.516245;0.6630464,-0.3234411;1.563604;0.5799141,-0.1746733;1.577868;0.5927464,-0.3889703;1.455062;0.3998785,-0.05870259;1.368643;0.539237,-0.6489129;1.537437;0.311026,0.01881671;1.065591;0.4263344,-0.8579112;1.63359;0.2151304,0.116217;0.8525801;0.3411179,-0.345927;0.857125;0.4071178,-0.1914572;0.8493497;0.4773809,-0.465441;0.4746169;0.6358557,-0.02424794;0.518169;0.2030143,-0.3686936;0.09912872;0.6186055,0.07791561;0.7761223;-0.06841135,-0.5153869;0.005766809;0.7456931,0.01227689;0.6434793;-0.2308897,-0.2692094;0.9729781;0.4566365,-0.2611689;1.077493;0.454914,-0.246172;1.193473;0.4496605,-0.2311454;1.316785;0.4551732,-0.9847477;1.761194;0.2499772,-0.9246713;1.724026;0.2016069,-0.9534548;1.655148;0.1880185,0.1212365;0.6988185;0.2415334,0.1333544;0.7442298;0.3130969,0.1850151;0.7958091;0.2924083,-0.4658954;0.01121211;0.7522713,-0.5044693;0.002499402;0.6793216,-0.01453242;0.6707138;-0.1983034,0.06306416;0.686814;-0.2220742,-0.2686921;0;0.4422494
12,-0.2485024;1.461826;0.6678832,-0.2843072;1.507445;0.6633493,-0.2251679;1.515067;0.6700172,-0.327457;1.557978;0.5833696,-0.1796089;1.577032;0.6000396,-0.3968573;1.444703;0.4193696,-0.05568741;1.375675;0.5380764,-0.6728096;1.514235;0.3772303,0.04084361;1.085386;0.4103905,-0.8971384;1.611358;0.328593,0.1514405;0.8868066;0.3081327,-0.364504;0.8547552;0.4413656,-0.2142492;0.8425223;0.5196735,-0.485571;0.462349;0.6517872,-0.09113866;0.4222767;0.3742286,-0.3755903;0.09102523;0.6258669,0.03806871;0.6635853;0.09904721,-0.5187753;-0.01298672;0.7494088,-0.03607652;0.5325379;-0.06198826,-0.2831831;0.9688849;0.4874194,-0.2697367;1.072583;0.4798767,-0.2510883;1.187629;0.4688982,-0.2345437;1.31087;0.4690416,-1.00739;1.734722;0.4073969,-0.9627461;1.702688;0.3417387,-0.9958434;1.635548;0.3293278,0.1520468;0.7408653;0.1972919,0.17259;0.7826346;0.2691503,0.2152348;0.8402174;0.2441913,-0.4695258;-0.00586158;0.7561946,-0.5078818;-0.01293343;0.6829532,-0.06109585;0.56116;-0.02916852,0.01694167;0.5732548;-0.05385366,-0.2893766;0;0.4805196
13,-0.2442039;1.466866;0.691409,-0.2820822;1.510736;0.6864782,-0.2235315;1.521154;0.6944337,-0.3259931;1.559808;0.6060046,-0.1796164;1.585853;0.6258934,-0.3973005;1.454408;0.4541057,-0.04799408;1.391874;0.5479951,-0.6873653;1.482286;0.4871911,0.06366172;1.107158;0.4217218,-0.9261526;1.550071;0.5097206,0.1764612;0.9124076;0.3146205,-0.3777328;0.8711824;0.4735138,-0.230293;0.8542849;0.5561833,-0.4834689;0.4625392;0.6599208,-0.2270645;0.3953539;0.6040222,-0.3735158;0.09270149;0.6177385,4.473329E-05;0.4738048;0.299201,-0.5112953;-0.02312374;0.7376798,-0.07764468;0.3046302;0.1800771,-0.2882874;0.9822524;0.5112311,-0.2682451;1.084163;0.4969606,-0.2462578;1.19833;0.4833141,-0.2299087;1.321567;0.4860431,-1.01509;1.644644;0.6390671,-0.99253;1.627942;0.558182,-1.020597;1.558456;0.5463036,0.1710255;0.7653652;0.2053781,0.1915915;0.8064853;0.2776034,0.2392703;0.8605245;0.2538595,-0.4622607;-0.01444805;0.7442123,-0.5014297;-0.01891792;0.6711966,-0.1005039;0.3462923;0.1963266,-0.01911753;0.3376871;0.1841737,-0.3040129;0;0.5148486
14,-0.2540032;1.48888;0.718783,-0.2930695;1.531752;0.7143723,-0.2348158;1.543674;0.7223952,-0.3383932;1.580498;0.6344864,-0.1927589;1.610305;0.6545436,-0.4119987;1.480119;0.4950795,-0.05516604;1.425297;0.5587002,-0.6940913;1.427169;0.5906374,0.07321963;1.15851;0.4150833,-0.9003866;1.463888;0.7256032,0.1980414;0.9506847;0.3572024,-0.3749324;0.8996694;0.5032724,-0.228081;0.8916724;0.588296,-0.4596685;0.4714015;0.6526833,-0.3072828;0.4662687;0.7485316,-0.3730069;0.0937016;0.6307392,-0.05056286;0.2354007;0.5712072,-0.5138766;-0.0255394;0.7437981,-0.1797643;0.06613076;0.5762189,-0.2856523;1.014119;0.5295409,-0.2665014;1.114833;0.5076124,-0.2477089;1.229355;0.4922695,-0.2363045;1.35287;0.5009914,-0.9438355;1.515059;0.8961262,-0.9513869;1.51813;0.8108978,-0.974825;1.448219;0.7929958,0.1997797;0.7997068;0.2533394,0.2071491;0.8418033;0.3275277,0.2662369;0.8878778;0.3155679,-0.4650292;-0.01706427;0.7518258,-0.5023391;-0.01932895;0.6777425,-0.1853604;0.1099715;0.5523653,-0.113142;0.07354772;0.5697815,-0.3015066;0;0.5457842
15,-0.2531483;1.513266;0.733906,-0.2914344;1.557008;0.7317922,-0.2328719;1.567492;0.7395721,-0.3367567;1.60992;0.6546015,-0.1903504;1.636129;0.6740511,-0.4141071;1.50768;0.5283873,-0.05246694;1.464275;0.560431,-0.6586162;1.380373;0.6719941,0.1151505;1.216824;0.4336765,-0.7567526;1.382529;0.9010931,0.1692789;0.9753529;0.4039411,-0.366176;0.9351742;0.5190238,-0.2182358;0.9304761;0.6023899,-0.4255642;0.4880422;0.6163023,-0.2981558;0.5393642;0.8338224,-0.3649887;0.10523;0.6371427,-0.2182822;0.1971734;0.9986699,-0.5059829;-0.02555948;0.7340721,-0.3878076;0.08053195;1.055841,-0.2757228;1.050132;0.5380664,-0.2571915;1.150041;0.5122627,-0.2410803;1.264905;0.4964399,-0.2335796;1.388353;0.509342,-0.7251046;1.392792;1.081308,-0.7669028;1.413508;1.009516,-0.7973183;1.347582;0.9874731,0.1303873;0.8214978;0.3122846,0.1436262;0.8669677;0.3836115,0.2158705;0.8891727;0.376905,-0.4579701;-0.01600534;0.7452897,-0.4910778;-0.01530594;0.669205,-0.3720447;0.09386504;1.010058,-0.3236494;0.08254379;1.076203,-0.2922058;0;0.5607069
16,-0.2451025;1.536723;0.7597045,-0.2819251;1.581675;0.7570602,-0.223007;1.590327;0.7643953,-0.3258663;1.634821;0.6792335,-0.178571;1.65645;0.6975713,-0.4097741;1.524718;0.5732899,-0.04580751;1.496611;0.5676974,-0.582103;1.344752;0.7694079,0.1599668;1.27129;0.4700075,-0.5290141;1.309297;1.010336,0.2004767;1.028153;0.4330536,-0.3578142;0.9602844;0.5356157,-0.2055082;0.9536527;0.6105636,-0.3993711;0.505453;0.6013308,-0.3375799;0.6334573;0.9154382,-0.3708349;0.1207609;0.6443034,-0.4593057;0.3506864;1.151812,-0.514049;-0.01313645;0.7275681,-0.6375935;0.286243;1.251794,-0.2654441;1.074325;0.5505173,-0.2484751;1.174551;0.5248658,-0.2352329;1.289972;0.5105014,-0.2296224;1.413081;0.5270753,-0.4116706;1.291177;1.14993,-0.4832693;1.320527;1.113291,-0.5218334;1.257173;1.097283,0.1462584;0.8756636;0.347075,0.1656249;0.9216914;0.4166214,0.239106;0.9378797;0.4068375,-0.4665643;-0.00440675;0.7414001,-0.4958577;-0.001249194;0.6638281,-0.6230696;0.2790861;1.204253,-0.5725511;0.2885507;1.26909,-0.2816611;0;0.5730896
17,-0.2554214;1.554438;0.7811496,-0.2895231;1.600963;0.7736626,-0.2302705;1.606888;0.7810131,-0.3295502;1.648784;0.6904564,-0.1814187;1.663595;0.7088326,-0.4156662;1.513701;0.6201552,-0.05617578;1.513902;0.5635566,-0.4714019;1.294958;0.8494064,0.167859;1.309447;0.4661341,-0.293232;1.272881;1.022293,0.229366;1.067921;0.4681538,-0.359156;0.9672114;0.5436738,-0.2046671;0.9598938;0.6139441,-0.3914056;0.5106033;0.6018633,-0.4321638;0.7826021;0.9741241,-0.3700647;0.1252539;0.6430861,-0.6170772;0.6055617;1.265865,-0.5115795;-0.007860303;0.7258352,-0.8000228;0.6377886;1.382747,-0.2660316;1.080933;0.5561196,-0.2509906;1.181483;0.5305374,-0.2421547;1.297495;0.5176122,-0.2402842;1.420141;0.5380191,-0.1209788;1.25232;1.081373,-0.2021902;1.278221;1.089384,-0.2414872;1.213381;1.086408,0.1756906;0.9048038;0.404149,0.1972562;0.9593625;0.4665076,0.269514;0.9762158;0.4506308,-0.4640566;0.0007381439;0.7396182,-0.4932097;0.002991855;0.6619619,-0.7926453;0.611718;1.340459,-0.73499;0.6283042;1.397435,-0.2819115;0;0.5788089
18,-0.2936854;1.576393;0.791965,-0.3228295;1.624676;0.7777171,-0.2636366;1.625993;0.7874365,-0.3546119;1.666226;0.6878524,-0.2066298;1.669519;0.7121512,-0.429923;1.491365;0.6622793,-0.08953696;1.531845;0.5484482,-0.3476635;1.262648;0.8792377,0.1494003;1.34618;0.4537494,-0.1159149;1.288617;0.9672147,0.2395611;1.116435;0.4885444,-0.3656747;0.9701728;0.5642046,-0.207666;0.9697274;0.6265851,-0.3960294;0.5129654;0.6185822,-0.4938032;0.9311123;0.9865171,-0.369756;0.1266584;0.6455177,-0.6896044;0.852329;1.312253,-0.5095645;-0.009355843;0.7270476,-0.8924679;0.9000159;1.396655,-0.2752701;1.086692;0.567351,-0.2656027;1.18683;0.537854,-0.2642219;1.302941;0.5230207,-0.2684721;1.425334;0.5445603,0.06629494;1.285405;0.9478839,-0.00592795;1.300375;0.9913589,-0.03732732;1.231542;0.9971278,0.1912188;0.9438097;0.4504866,0.2140032;1.007143;0.5034024,0.2837494;1.025342;0.4797051,-0.4619169;-0.0007700324;0.7404012,-0.4921456;0.003243208;0.6632285,-0.8782916;0.8665252;1.362018,-0.8289187;0.9007202;1.418925,-0.2866703;0;0.5953948
19,-0.3373418;1.605798;0.7997692,-0.3629787;1.653016;0.7774785,-0.3047416;1.653328;0.7919124,-0.3855866;1.684396;0.6809571,-0.2399938;1.685178;0.7170421,-0.4415951;1.480582;0.6956466,-0.1281425;1.551308;0.5362164,-0.2483825;1.266834;0.8571854,0.1186078;1.381823;0.4347502,-0.01120102;1.338738;0.8835788,0.2334033;1.170816;0.5012358,-0.3742621;0.9783189;0.5966212,-0.2107624;0.9865049;0.6419986,-0.3993375;0.5194054;0.6376901,-0.5192467;1.037273;0.9813756,-0.3702115;0.132583;0.6506906,-0.7517229;1.036208;1.292185,-0.5096927;-0.007671475;0.7277507,-0.9538507;1.084186;1.368182,-0.2886691;1.097859;0.5846356,-0.2865374;1.196882;0.5502705,-0.2925494;1.312462;0.5326928,-0.3005339;1.434725;0.5539096,0.1548043;1.363106;0.8098704,0.09865594;1.364568;0.8744889,0.07887214;1.2917;0.8819766,0.1919377;0.9924631;0.4937604,0.2141677;1.06435;0.5346076,0.2816136;1.081401;0.5043158,-0.4620008;0.0006141663;0.7411357,-0.492877;0.008116543;0.6644814,-0.9385725;1.048383;1.336448,-0.891396;1.08559;1.393329,-0.2925122;0;0.6193098
