Frame,Nose,EyeLeft,EyeRight,EarLeft,EarRight,ShoulderLeft,ShoulderRight,ElbowLeft,ElbowRight,WristLeft,WristRight,HipLeft,HipRight,KneeLeft,KneeRight,AnkleLeft,AnkleRight,ToesLeft,ToesRight,Spine,Spine1,Spine2,Spine3,LeftIndexFinger,ThumbLeft,PinkyLeft,RightIndexFinger,ThumbRight,PinkyRight,BigToeLeft,SmallToeLeft,BigToeRight,SmallToeRight,PlayerPosition
0,0.03074102;1.673317;0.191713,-0.00111386;1.708521;0.1581039,0.05873728;1.707611;0.1539799,-0.05258084;1.696172;0.06860037,0.09704714;1.693896;0.05829035,-0.1753061;1.489309;0.01711533,0.1919508;1.469113;0.01118643,-0.2074779;1.15496;0.04948286,0.2199138;1.136597;0.03151853,-0.2080822;0.9165291;0.1220928,0.2088196;0.898016;0.1027808,-0.08759222;0.9528595;-0.01105613,0.08226392;0.9502965;-0.01183706,-0.1472443;0.4953197;-0.01504106,0.1505199;0.4940079;-0.01948682,-0.1720536;0.1117293;-0.06881706,0.173187;0.1108431;-0.0771055,-0.2394023;-0.008766353;0.09944431,0.2608049;-0.007236719;0.08335323,-0.0008294558;1.072116;-0.007923015,0.0008268056;1.176453;-0.01802324,0.002985768;1.293111;-0.02751121,0.006375029;1.417148;-0.01942022,-0.1440352;0.7684386;0.1159642,-0.1895795;0.8132448;0.1646169,-0.2476083;0.8230562;0.1167248,0.1365165;0.7536855;0.1036079,0.1955652;0.7925354;0.1417272,0.2399838;0.8037118;0.08123481,-0.1931531;-0.001625478;0.08121397,-0.2634836;0.0003903508;0.0372247,0.2126211;0.0008494854;0.07172362,0.2760286;0.003502488;0.01863942,-0.002664127;0;-0.01144658
1,0.05168849;1.658386;0.2056485,0.01862852;1.695459;0.1753791,0.07751992;1.690841;0.1648684,-0.04282245;1.686226;0.09200777,0.1044061;1.67468;0.06573105,-0.1702325;1.490717;0.02334548,0.1960777;1.454841;0.02282445,-0.2154077;1.155312;0.03390319,0.2458075;1.127662;0.00160965,-0.1950575;0.9193949;0.1116898,0.2149799;0.8925562;0.07840326,-0.08515969;0.9450735;-0.03048064,0.08469515;0.9432074;-0.03251528,-0.1637517;0.4971236;0.04750252,0.1854516;0.4944831;0.00505222,-0.2033355;0.1269946;-0.06243618,0.2124501;0.1182495;-0.08642627,-0.2489644;-0.01135379;0.09925707,0.2351857;0.00419569;0.0975347,0.001165156;1.064574;-0.02526938,0.002731864;1.169181;-0.03205583,0.005674557;1.286151;-0.03568092,0.01077409;1.409283;-0.01910977,-0.1208759;0.7759817;0.1120517,-0.1693041;0.8197362;0.1588408,-0.2279964;0.823256;0.1108817,0.131943;0.7565804;0.1043882,0.1969984;0.7945712;0.1322022,0.2366245;0.7938579;0.06749868,-0.205036;-0.0002641678;0.07758585,-0.2793102;0.00209862;0.04066364,0.1936165;0.01976007;0.07403848,0.2665464;0.004797876;0.03794352,-0.0002322471;0;-0.03149794
2,0.08472333;1.629539;0.2230114,0.04947743;1.669521;0.1997146,0.1043093;1.659818;0.1773695,-0.02840507;1.666137;0.1309024,0.1086748;1.641879;0.07503981,-0.1632091;1.484708;0.03765381,0.2014626;1.431826;0.04267063,-0.2308935;1.152431;0.01820327,0.2780292;1.118748;-0.02297965,-0.1866464;0.9248621;0.1097259,0.2273908;0.8907294;0.06399959,-0.08251514;0.9291;-0.04922362,0.08735356;0.9274976;-0.04979925,-0.1824977;0.5016907;0.09304964,0.2285882;0.4958302;0.03164204,-0.2504842;0.1475668;-0.05055725,0.2566839;0.1309543;-0.0976835,-0.2752063;-0.005329788;0.1023426,0.2244496;0.02898633;0.09186923,0.00358831;1.048419;-0.03879819,0.005454858;1.153222;-0.04078911,0.009564271;1.270154;-0.03706374,0.01640351;1.391484;-0.01071357,-0.1018914;0.7878814;0.1208282,-0.1543556;0.8308203;0.1638715,-0.2122275;0.8266462;0.1149771,0.1413207;0.7616386;0.1085784,0.2076161;0.801285;0.130538,0.2464568;0.7909272;0.06618433,-0.2344691;0.007939219;0.076137,-0.3129717;0.01330614;0.04979249,0.1912618;0.04633987;0.05840664,0.2686842;0.02256054;0.04150089,0.002419222;0;-0.04951141
3,0.1292992;1.58832;0.2314037,0.09171627;1.630779;0.2184279,0.1382208;1.618579;0.1825323,-0.001359494;1.63347;0.1721471,0.1149018;1.602971;0.08240824,-0.1517333;1.458935;0.05900112,0.211738;1.398894;0.05448065,-0.2473689;1.139964;-0.002467535,0.3142268;1.106254;-0.04322643,-0.1750079;0.9281793;0.107228,0.2419005;0.8912977;0.0601408,-0.07804838;0.9061198;-0.05963794,0.09177926;0.9031475;-0.06247033,-0.2029845;0.4974898;0.1145157,0.261386;0.4935061;0.06537386,-0.3131083;0.1590762;-0.04039689,0.2963196;0.1542408;-0.1199037,-0.3363031;0.003807247;0.1103363,0.3082918;0.0474537;0.06935789,0.009213699;1.024239;-0.04575391,0.01206874;1.129008;-0.04321519,0.01756287;1.24552;-0.03328143,0.02606232;1.364836;0.0006805174,-0.08186841;0.7982794;0.1300625,-0.1374377;0.8411313;0.1691104,-0.194367;0.8292807;0.1203676,0.1464192;0.7734315;0.1153733,0.2146147;0.8109658;0.1351139,0.2542842;0.791312;0.07349139,-0.2970545;0.01482564;0.08100257,-0.3768776;0.02678794;0.06175005,0.2681739;0.06144613;0.04257929,0.3435619;0.04637581;0.01200088,0.006865463;0;-0.0610541
4,0.1772984;1.53814;0.2199976,0.1389455;1.581873;0.2203292,0.1730482;1.570987;0.1721785,0.03673684;1.588705;0.2024693,0.1219937;1.561489;0.08209258,-0.1369198;1.414263;0.07672551,0.2259743;1.361531;0.05613527,-0.26239;1.121287;-0.02605146,0.3320464;1.086215;-0.07747453,-0.1688465;0.9280913;0.1006246,0.2516843;0.8888755;0.05183613,-0.07247916;0.8749087;-0.05928939,0.09704802;0.8685867;-0.06816932,-0.2271103;0.4745142;0.1100928,0.3070063;0.4892415;0.0897274,-0.3848424;0.1510383;-0.03527856,0.3489498;0.1779572;-0.1382898,-0.4056478;0.004363596;0.1241598,0.4357857;0.07282436;0.03133738,0.01760045;0.9910949;-0.04720357,0.02229159;1.095752;-0.04321235,0.02921524;1.211955;-0.03085675,0.03898896;1.330189;0.006391414,-0.07664774;0.8036886;0.1463825,-0.1333932;0.8518863;0.1764808,-0.1887383;0.8323723;0.1283831,0.1486197;0.7913528;0.1288214,0.2230067;0.8203965;0.1373167,0.2522515;0.7897729;0.07435478,-0.3669662;0.01352865;0.09346664,-0.4471141;0.02490497;0.07523522,0.3880259;0.07574815;0.01608026,0.4545961;0.08364767;-0.03241211,0.01228445;0;-0.06372932
5,0.2156225;1.487321;0.1974277,0.1787631;1.530366;0.2105458,0.1997259;1.523505;0.1547472,0.0753625;1.537037;0.2192676,0.1277695;1.519884;0.07977118,-0.1196276;1.364301;0.09278268,0.2408158;1.318014;0.04841968,-0.2702584;1.097536;-0.03291815,0.3226642;1.055594;-0.1248707,-0.166225;0.9126819;0.09795494,0.2511703;0.87692;0.03351598,-0.06809415;0.8344524;-0.04928205,0.1007232;0.8251067;-0.06576307,-0.250957;0.4377454;0.09938467,0.3620562;0.4826893;0.09968186,-0.4452757;0.1319563;-0.03983518,0.4116492;0.1933413;-0.1542223,-0.4482443;-0.005154788;0.1291579,0.5470297;0.08045256;-0.02657037,0.02443818;0.9490992;-0.04196842,0.03082847;1.053691;-0.03867666,0.03937832;1.169843;-0.02686896,0.05149692;1.287987;0.009969518,-0.08502263;0.7894549;0.1634659,-0.1365009;0.8470871;0.185317,-0.194317;0.8251756;0.141335,0.1548384;0.8038037;0.1404454,0.2325377;0.8214703;0.1304532,0.2431778;0.7812887;0.066975,-0.4109311;0.006572723;0.09765362,-0.4918461;0.006867409;0.07926425,0.4974733;0.07582098;-0.03328037,0.5508828;0.106286;-0.08864098,0.01631458;0;-0.05752252
6,0.2562217;1.442818;0.1588016,0.2224837;1.48523;0.1799342,0.2314796;1.479358;0.1209037,0.1230833;1.490509;0.2100002,0.1455731;1.47583;0.06242397,-0.08950399;1.316605;0.09706669,0.2647249;1.270536;0.02430167,-0.251979;1.056452;-0.02399931,0.3061737;1.024785;-0.1859747,-0.1341547;0.87312;0.09694868,0.2478115;0.8599674;-0.008347742,-0.06212139;0.7938054;-0.04480194,0.1052943;0.77855;-0.06924643,-0.2644682;0.4088015;0.1092911,0.4107918;0.4774083;0.1007583,-0.4776674;0.1197172;-0.03776441,0.4848651;0.1984751;-0.1587768,-0.4619816;-0.008779764;0.1371911,0.6298547;0.05717623;-0.07813764,0.03428222;0.9054561;-0.04451098,0.04393727;1.009845;-0.04366599,0.05603362;1.125904;-0.03428723,0.0728664;1.244181;0.0001963153,-0.04837331;0.749418;0.1553422,-0.09655506;0.8080429;0.1816219,-0.1588588;0.7865168;0.1440438,0.1814327;0.8011716;0.1265473,0.254088;0.8169525;0.09619424,0.2502077;0.7692177;0.0373418,-0.4266891;0.006113768;0.104711,-0.5071201;-0.004664242;0.08738544,0.5798056;0.0541324;-0.08098931,0.6282686;0.09836227;-0.1313933,0.02158651;0;-0.05702415
7,0.3116894;1.403062;0.1354461,0.2798465;1.444608;0.1608136,0.28153;1.439036;0.1010966,0.1848872;1.447417;0.2030876,0.1890961;1.433485;0.0537954,-0.04013344;1.270719;0.1015252,0.3051521;1.224687;0.002253827,-0.197088;0.9957205;0.01064843,0.2924789;1.001301;-0.2374677,-0.05689026;0.8171733;0.113543,0.2465734;0.8286159;-0.06370136,-0.05053806;0.7672299;-0.04284882,0.1144287;0.7392557;-0.0722034,-0.2653225;0.3946178;0.1243183,0.4446584;0.4669258;0.1001378,-0.4840054;0.1185399;-0.03880053,0.5435777;0.1896789;-0.1528408,-0.4680445;-0.008452475;0.1372254,0.6723099;0.03540164;-0.07838564,0.05325118;0.8717541;-0.05072798,0.0695777;0.975278;-0.0534268,0.08833271;1.090516;-0.04492263,0.1120011;1.206986;-0.008364175,0.05214984;0.7042416;0.1513197,0.0006525218;0.7539333;0.1877578,-0.06281795;0.7256362;0.1572943,0.2244866;0.7708511;0.08541311,0.2841676;0.7962986;0.03808744,0.2761433;0.7438184;-0.01612245,-0.4326153;0.007028222;0.1051716,-0.5125154;-0.00567621;0.08673124,0.6222436;0.0363608;-0.08223014,0.6750488;0.07709312;-0.1311993,0.03194538;0;-0.0575261
8,0.3608926;1.375218;0.121167,0.3303123;1.415347;0.1501165,0.3287774;1.412546;0.09020155,0.2377743;1.4156;0.1975391,0.2339372;1.408596;0.04775188,0.00625471;1.235741;0.1125628,0.3369494;1.198219;-0.02450065,-0.1262743;0.9386753;0.06024859,0.2865933;0.9932408;-0.2752714,0.05011646;0.782815;0.1421978,0.2521663;0.8054069;-0.1150983,-0.02923142;0.7479882;-0.03227212,0.1323994;0.7165136;-0.07402267,-0.2554285;0.3828692;0.1363696,0.4759892;0.462342;0.0999304,-0.484802;0.1219418;-0.03670181,0.5530852;0.1755985;-0.1500364,-0.47126;-0.005393386;0.1393006,0.6857675;0.02491188;-0.07468233,0.07517355;0.8505045;-0.05097109,0.09293612;0.9536744;-0.05658224,0.1145737;1.068495;-0.04938335,0.1441466;1.183568;-0.01269969,0.1805649;0.6884735;0.1545788,0.1317548;0.731565;0.2015859,0.06803751;0.6931816;0.1866169,0.2553;0.7348957;0.03008474,0.3049431;0.7728124;-0.02038337,0.2993762;0.7235056;-0.07778663,-0.4354065;0.01008707;0.107722,-0.5150914;-0.002444625;0.08825987,0.6356037;0.02524555;-0.07708905,0.6865163;0.06509101;-0.1287198,0.05158406;0;-0.05314739
9,0.4245985;1.355757;0.1130938,0.3955945;1.39524;0.1444545,0.390476;1.39335;0.08470315,0.3060746;1.39417;0.197344,0.2932785;1.389446;0.04796554,0.07045241;1.217252;0.1395348,0.3778533;1.178434;-0.04122605,-0.03324872;0.9034793;0.1130002,0.2985608;1.002024;-0.3030753,0.1820689;0.792175;0.1710645,0.2832678;0.7966614;-0.1626674,1.899898E-05;0.7376801;-0.02533973,0.1566643;0.7053072;-0.08254572,-0.237912;0.3759274;0.134162,0.5078768;0.4650795;0.09593997,-0.4875783;0.129995;-0.03267031,0.5361058;0.1548411;-0.1355862,-0.4745718;0.003437936;0.1438803,0.6938457;0.02503872;-0.06968897,0.1047086;0.8390421;-0.0482628,0.124476;0.9419628;-0.05101911,0.1501153;1.055828;-0.04200461,0.1876211;1.168731;-0.005835392,0.3291476;0.7258738;0.1645531,0.2828389;0.7666715;0.2159341,0.2268907;0.7156367;0.2206755,0.2874985;0.7083043;-0.02763074,0.3371688;0.7507672;-0.07430948,0.3285698;0.7093031;-0.1372702,-0.4386336;0.01871032;0.1122967,-0.5183009;0.006211102;0.09274221,0.6440585;0.01946235;-0.06615882,0.6836593;0.06190783;-0.1251135,0.07834174;0;-0.05394272
